id	prediction	reference	chrfpp_sentence
30	Wixaritari huta me m+k+ka, Nike camiseta, me m+k+ka, kiekari tsie p+ ye háke, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya, m+k+ p+ ti xeiya	Tukipa m+rayu ye xeiyanitsie kawiteru tsixi me puyu ku xexe+riwa mawarika pátineika ya xeik+a hákiya.	16.6507
31	Kiekari m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Kiekari m+ixa muyu heh+a am+reu tetewi matiwat+, k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	20.8025
32	Xeime wewewi k+yexi wewere aurie alambre, meta tupiriyate meta h+ritsie tetexi muyuawitsie.	Ite+ri meu xuawe ya hipat+ ka ite+tsiekame m+tiuka xuawerike ta ikwai te ma yeit+wa mara mat+a tse+ye m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	14.0259
33	Hát+a muku haiyata x+ka ka wiyer+meni hipat+ e'tsiya me mu ka ts+ts+t+wa hipat+ yu tewamá mem+ te wara ku k+w+t+wa.	Yemuri meu ti teí h+ritsie x+ka peu ti mieni wa+kawa pe mú xeiya, xa+tsie kiekari mukumane mayu hé k+k+a te mí ka ter+wa ya pa+meme.	18.0812
34	Kiekari m+tama te+teri me mayu ti xexe+riwa hi pat+ me xeiya ya xeik+a me xeiya tatuwani mewa yeka.	Kiepa m+reuti pine heiwa muti hauxini yan+ts+ muti ekwa hipat+ hurawa há maneikat+ká mi kwewieni yu ta kwá.	18.9125
35	Kiekari m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Kiekari hát+a muku mane yayeyeut+ hipat+ turuki, mawiwe muye axé me xeiya.	23.9788
36	Gobierno Federal Del Nayar, México, tiutati xeiya ikú tiutati xeiya, 1,586,853.95 pesos tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xeiya, tiutati xei	Hawaik+ kiekari pema' ye aní tsie ik+meri p+tiu xeiya ya m+ti a'nene mana puye werar+wa kename ré parewiya kiekaritsie ya pa+ memek+.	9.9476
37	Huyé atewa mieme wixarika, turuki, metá tsiere tewáxi mana me muk+k+ka.	A kie pe ma ye aximeni tsie peuyu tema wieka a iwama a paa'pama pe m+ wa re xeiya k+.	14.5681
38	Xeime m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	Kareta, kí, ramaru, m+k+ p+h+k+ ti útame kukutsume, et+piwame wixarika kiya h+ritsie meuti ú.	22.2762
39	Huyé te+teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	16.6958
40	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	Huyé te+ teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	22.2450
41	H+ri piramidet+ hepa+na p+ka muyuawitsie, k+yexi meta aite m+k+t+a.	H+ri tsie meu teu ti tuaya wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	20.7172
42	Xei tewi peuya xeime uyetsie aurie ki p+k+ tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tewi xeiya meta xei tew	Ta huyé maye hápane ta kie, heiwa turuki meu ta háke mana muye yeika metá tsiere tame.	11.4572
43	Hát+a m+xuawe turuki m+ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Áki ut+a taxata heiwaka há muka wauket+ká há úte, ya xiekari xeik+a muyuku hayeikawa ke+nat+.	17.4477
44	Kiekari waikari t+ri me xeiya, hipat+ m+ti ku hápane, turuki, meta tsiere tewáxi.	Tsepa kewa t+rí ti wa +' kit+wame kí etsikuera titetewat+ mu xuawe.	18.8437
45	Ts+k+ huyé m+xuawe, k+yexi, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiekari meuti ú, hipat+ me mi kunát+ka tewáxi muwa me teu háx+anik+.	22.2806
46	Kiekari m+ixa muyu heh+a am+reu tetewi matiwat+, k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	Hipat+ ta kie p+ka hu háya a puku tetewa aimieme pú wáki, puyu hék+a.	20.9592
47	Kiekari m+k+net+we wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	Kiekari heuka ix+ ariet+ tita mana m+ti xuawe ma' he k+a h+'ri, hát+a.	23.1214
48	Huyé wixarika, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiekari mukumarix+a hipat+ muyu wewiet+we me pikamana ri, hik+ turukitsixi me wa in+atat+ tit+ reu miet+ huyé m+ni tá há x+a.	15.5710
49	Teyupanie tewarix+ka, k+yexi huta k+pame, k+yexi k+pame de oro, kiekari tsie, te+teri me mayu ti xexe+riwa, yuawit+ muyuawi.	Teyupanie ti tetewat+ muku ut+ka heiwaka tsaturi me muku ut+ká ta+tana hipat+ me m+ wara ye xeiya.	25.7274
