idx	spanish	prediction	reference	retrieved_indices	dev_example_indices	prompt_tokens	completion_tokens	total_tokens	thinking_tokens
10	Un grupo de personas, incluyendo un hombre con gorra verde, observa una estructura tradicional de madera con techo inclinado, rodeada de hojas de plátano y vegetación tropical. La escena se desarrolla bajo un cielo azul con nubes dispersas.	Pë' dàmi̱ ta̱î̱ë ù sulë a̱. Ie'pa ië́te̱n dabòp ki̱ ské̱l. Ie'pa dapàna̱ ù sulë pámi̱k.	Ù wë́rke yö'tso pàna̱kuö wa. I ujkö a̱ i wa̱ cha̱mù̱ tso'.	7428,6944,6123,2117,3790,6848,1865,4997,7470,7098,5119,1023,1776,4882,5548,6685,6932,717,6585,6672,1775,6194,5833,6219,6233,7274,2666,4574,947,775,2702,5705,5715,7212,4634,3973,4075,7263,4535,6958,7462,2665,4697,2510,3924,4707,5500,5507,7330,7398,7211,5907,5521,5543,7197,5495,6914,1830,3888,5970,1382,4606,6845,7267,6856,2739,5533,23,7040,6920,1082,2767,3961,4908,5636,6153,6191,6412,7008,7452	6,24,28,16,23,25,41,9,35,37,38,3,7,17,18,42,43,48,15,20	5410	53	5463	
11	Un hombre con camisa blanca y pantalones oscuros está sentado en el suelo, trabajando en un objeto largo y blanco con marcas negras, posiblemente de madera. A su alrededor hay otros objetos similares apoyados en una estructura de bambú.	Wéqm tso' ák ki̱ tkër. Ie' tso' kàl bitsî̱ sarûrû dalôlô wö̀a yawèke. Ie' pámi̱k kàl wö̀a bóqlka.	Awá tso’ ulù tâu̱k. Ês ie’ rö se’ buâwè̱ke. Ie’ âr i ka̱né̱u̱k kipö̀ a̱. I pàio sarûrû kalö̀io butûtû.	3888,3913,6073,2133,6947,4828,6939,6347,6823,7259,1434,4606,6854,3983,4342,370,7071,7425,7098,2117,6871,3790,7470,6944,5307,731,5218,1609,4535,6958,7428,369,6218,5119,2115,4528,1383,217,7462,3945,3982,6906,3003,5521,6123,6642,6515,1023,237,6414,6433,5970,6991,6503,4750,5727,4997,4522,7403,7383,7210,6549,2517,2860,7048,4006,1855,5907,342,4458,3941,3950,5186,7233,6672,3924,6400,7285,347,6194	49,19,8,18,25,32,45,43,6,7,15,20,28,29,31,35,37,48,1,21	5662	58	5720	
12	Una vaina de cacao de color púrpura cuelga de una rama cubierta de musgo en un entorno verde. En el fondo, se observan otras vainas similares y hojas verdes borrosas.	Tsiru' wö̀ dör dalóshdalosh kàl ulà kĩ dakéxjkuö tso'.	Tsiru’ tso’ klóklo, i wö̀a má̱t, i ulà mika i wö́rke ta̱î̱ë.	6940,7267,830,2117,7200,5543,3924,1431,4535,6958,6768,6480,1564,6048,6568,1830,1246,7040,4750,6869,6217,6462,2165,6073,5982,7460,1382,6438,7425,7141,5289,6823,5577,4593,6119,6194,6827,4563,5539,6776,6943,2409,4828,6878,1239,5554,2062,6140,6890,1021,5240,5991,6807,5288,4633,2050,7236,2521,4668,1067,6515,6631,6871,1138,947,2008,3967,6563,3006,4872,7182,1609,3925,6472,5843,6892,2463,6569,342,344	3,0,29,37,41,6,7,15,16,19,24,28,30,8,9,11,13,14,20,23	5960	28	5988	
13	Una mujer con una camiseta gris y una falda negra está cocinando granos de cacao en una olla sobre un fuego al aire libre. Utiliza una larga herramienta de madera para revolver los granos en un entorno rodeado de vegetación.	Tàyë tso' tsiru' wö́k. Ie' tso' tsiru' wö́k i wèke wíswîs ukö̀ki i tarèke të́shtë̂s. Bua' tsiru' ùna̱ ák ki̱ e' ya'.	Tàyë tso’ kö̀chi chkà kukö́k ù̱ ki̱. Bö’ wa ie’ tso’ ialö́k.	3853,4828,4897,4535,6958,1431,2339,2340,7428,3953,7460,6848,3791,3851,4011,4036,4044,4051,4054,4056,5357,4525,6217,6515,6585,2514,2423,5764,2861,7200,6123,6795,6043,6940,4750,4563,6869,6438,6915,6194,3911,2101,2422,4385,4386,4389,6229,3967,6462,6480,7267,2860,5982,5376,6549,4627,7416,4035,4987,6140,6890,6066,4636,6460,1246,685,2580,270,271,279,280,397,664,680,682,847,1208,3796,3838,4083	32,20,41,33,29,19,25,31,42,3,26,37,46,6,14,15,16,22,24,43	5236	67	5303	
14	La imagen muestra una cáscara de cacao abierta en dos mitades, con una de ellas conteniendo las semillas cubiertas de pulpa blanca. Ambas mitades descansan sobre una superficie de tela con un patrón de hojas amarillas y verdes.	Akõ' kàl ulà bóqltë tso'. E'töm i ki̱ka íyi wö́kir tso'. Ie'pa tkër datsi' kàlkö sûx tsikirîrî e̱na̱ wö́su̱k wa.	Tsiru' tso' íyi ulìta̱ne̱ ka̱né̱wo̱. Irir yè satë̀ yawó e̱na̱ wö́su̱k irir se' kapéblo.	1431,4397,7200,5543,6194,7415,6585,7373,6940,1246,6217,4535,6958,2117,4828,6140,6438,1830,1082,790,6462,7267,7428,830,5289,1382,6890,7040,4750,6480,6123,5548,5521,776,6467,6144,2861,6917,1023,6631,7048,2666,2008,3967,4593,6119,6563,6999,6869,6768,6568,1609,1564,7278,6932,6991,2050,6945,6947,2860,6915,1092,6460,2409,5982,7460,2463,5963,775,4005,1251,4122,7274,3953,6011,6878,5908,779,3791,3851	15,6,16,35,24,41,43,48,2,9,17,19,23,28,30,44,45,0,3,8	5722	64	5786	
15	En la imagen se ven dos mitades de un fruto rojo con espinas y semillas marrones en su interior, colocadas sobre una superficie de madera oscura. En el fondo, hay una piedra y una cesta de mimbre sobre otra superficie similar.	Kàlwö bòqtë dör íyi mâxtk e̱na̱ diké tã. Ie' wö́k dör dalôlô. Ie' wö́k dör kàl ki̱.	Kacha' wö̀ tso' i wö̀ a̱ má̱t. I tso' íyi tâwo̱ wè̱s se' yö́rke ì alê ujtéköl ie ése. Kacha' rö ó.	4535,4828,1246,1082,7182,4035,4987,3791,6549,6568,3953,6947,7200,1431,6958,7267,4563,6795,4627,6991,1414,4750,6480,6462,7373,6988,1564,6869,6878,2133,6194,5991,4668,1164,1021,7048,7428,2719,6515,5982,7460,4034,6569,4639,6217,355,6917,5577,5376,776,6585,5908,1159,4636,6123,2278,6665,2409,3911,779,6140,6632,7470,5202,6438,374,2411,4970,2252,5521,6513,717,729,3890,4961,5211,4827,2463,3970,1251	14,8,28,41,43,3,16,19,29,0,7,9,17,20,24,27,35,37,2,11	5679	52	5731	
16	En la imagen se observa un pájaro con plumaje negro y detalles rojos en las alas, posado en una rama de un árbol con hojas verdes. En primer plano, hay una mesa de madera oscura con algunos objetos, incluyendo una herramienta metálica y una bolsa de plástico negra.	Dù dalôlô tkë'r kàl ulà kĩ. Ie' wã i ulàkicha dör mã'tk. Kàl wë́rke ta̱î̱.	Dù tchë́rka kàl ulà ki̱. Dù kie a̱'s i wö̀a dör dalôlô e̱na̱ i tsì̱wö dör má̱t. A̱'s dör ó.	4828,7048,7428,1431,6878,6123,6991,6549,6438,4535,6958,6915,7425,7200,6194,6515,6585,6988,6568,6462,7267,4563,7182,2861,5543,6480,1246,4750,5376,6463,2860,6254,7462,4668,1609,2814,1159,4636,5991,6869,4826,4970,6569,2117,6217,1351,237,7127,7416,6011,3988,6467,830,2409,5982,7460,1023,5521,2423,6043,4627,6439,3791,3851,3853,4011,4036,4044,4051,4054,4056,5357,2826,4035,4987,4639,6088,1021,6673,3911	28,41,43,3,6,10,14,15,17,24,25,9,35,42,48,2,19,23,30,37	5486	47	5533	
17	La imagen muestra una estructura de madera con un recipiente de plástico rojo encima, situada en un entorno natural con hojas de plátano alrededor. No hay personas ni elementos culturalmente específicos visibles.	Ù sulë pámi̱k ta̱î̱ ká̱ wë́rke tsipátsipa, wö́su̱k ká̱ í̱te̱ idir.	Datsi’ skuo tkër ka̱ñí̱ka, i pámi̱k cha̱mù̱ tso’.	4964,2411,717,4828,7274,3973,4075,7428,5548,4535,6958,5543,1865,6123,6848,7398,1830,6585,6856,1776,4882,3888,7425,6194,222,6525,5374,3989,7040,6090,1070,6845,1609,2117,2666,1775,5833,6219,6233,775,1435,1023,1896,4634,6139,7462,1382,6672,7380,7468,6932,5521,1133,1864,6871,2702,7197,2510,3924,4707,5500,5507,7330,3835,5554,7259,7061,7048,306,6823,6649,6043,6685,6944,7263,2050,1564,947,5843,5693	48,23,24,30,6,9,16,35,41,43,15,42,45,46,3,10,14,19,25,28	5665	39	5704	
18	Un hombre y una mujer están de pie frente a una cabaña con techo de hojas secas. El hombre lleva una camisa blanca y pantalones cortos, mientras que la mujer viste un vestido largo con mangas cortas.	Wéqm ẽnã aláköl dur ù wóqrkĩ. Wéqm apàio sarûrû ẽnã kalòqjkuö. Aláköl datsi' bitsîx ẽnã kalòqjkuö.	Akë́kë yë̂âr i mà̱so ta̱. Ie’pa ië̂tër újkö̀ a̱. Tàyë datsi’ bitsî̱, wë́m pàio surûrû ulà bitsî̱.	4522,3853,4881,4897,4828,731,5218,2702,4525,3790,2463,2999,4865,7428,4404,6123,237,5119,7098,6944,854,7462,7360,6194,6206,294,295,6840,5543,5705,5715,4397,6467,4997,1246,6939,6585,44,3888,23,2860,6043,4593,4035,4987,2861,6503,7127,3911,4535,6958,2423,5339,5408,4967,5787,6463,7416,6915,5051,2117,292,293,6227,7470,618,1564,1023,4896,6991,2510,6945,6073,5078,6217,6011,7048,1728,4563,6620	25,32,49,11,26,7,19,46,8,37,3,6,9,10,24,28,33,35,44,21	5364	58	5422	
19	Una persona adulta con una camisa blanca y pantalones oscuros rema una canoa de madera con tres niños a bordo en un río tranquilo. Cerca de la orilla, hay dos canoas más, una con rayas amarillas y blancas, y el entorno está rodeado de colinas verdes y árboles.	Wë́m tso’ ka̱nò̱ wö́k. Ie’ wa̱ alà bö́l e’ ta̱. Ka̱nò̱ wö̀a tsipátsipa, âr di’ ajkö̀ ki̱.	Ma̱ñá̱l ka̱nò̱ ki̱ pë’ tso’ shkö́tchö. Ka̱nò̱ wë́rke bö̀töm. Ka̱mî̱ ká̱bata wë́rke.	4563,4828,1246,6194,2861,2117,2252,2860,237,4035,4987,1208,1728,7428,6585,6947,1023,4397,3967,6088,2463,7360,6854,6123,6568,4639,1868,7127,1351,1755,7182,7048,3883,6991,6915,6463,7416,7462,6878,7191,6917,5577,2999,4865,6549,4677,5302,4750,2868,6043,6217,6011,7236,1564,5521,1431,6417,6467,4535,6958,7267,5954,6228,3791,3851,3853,4011,4036,4044,4051,4054,4056,5357,6939,7141,7071,5408,6140,6438,5970	49,11,32,25,26,33,3,4,7,8,15,18,37,6,13,20,21,22,24,29	5707	57	5764	
