id	prediction	reference	chrfpp_sentence
15	Yvyra ra'anga ojejapóva mymba ka'aguýgui, ojehechaukáva tape ykére, ha'éva peteĩ kuimba'e rembiapo porãite.	Peteĩ ava, Yvapovondy guataguigua, ohepyme'ẽ hína mymba ra'anga yvyra ojejapopyréva Aguapéype, tape yképe.	30.4513
16	Manduvi, térã maní, ojehecha hetaiterei, opaichagua sa'y ha tuichakue, oñembojoajúva peteĩ yvyra ári.	Manduvi chyryry oñevendéva vosa'ípe tapére. Ikatu avei oje'u ku'i kósido kambýre.	19.5822
17	Ao po'i, ao tee Paraguái mba'e, ojejapóva ao jeguaka sa'y pytã, hovy, sa'yju ha pytã'ỹgui, ohechaukáva ñande reko ha ñande ypykuéra rembiapo.	Ñandutí oñembosa'y hetávagui ha oñeporãmbáva, ha'éva peteĩ mba'e porãite ñane retã megua ojejutíva pópepe.	21.1828
18	Ao po'i, ao tee paraguái, ojejapóva ao morotĩgui ha oñembosa'y hetáva, ha'éva peteĩ mba'e porãite ñane retã megua ojejutíva pópepe.	Peteĩ ñandutí mba'emi ojejapóva sa'y hetávagui, tembiapojeguáva ojejapóva Paraguáipe, júpe ha pópe.	34.8186
19	Ko'ápe ojekuaa peteĩ ta'anga ojejapóva yvyrágui, ha'éva peteĩ ava guaraní rova ha rete, hesu'úva py'aguasu ha iñakãrague hũ.	Kurupi ra'anga, peteĩ mombe'upy herakuã'avéva Paraguáipe: Paĩ Tavyterã rembiapojeguáva yvyragui ojejapóva.	26.7389
20	Jakare yrupẽ roguekuéra otyryrýva y ári, ojehecháva peteĩ ysyry guasúpe, oñembojere ka'avo ypegua ambuéva rehe.	Jakare Yrupe (Victoria cruziana), ha’e peteĩ ñana ýpegua tuichava oĩva ysyry Paraguái ha Parana rembe’ýre. Hogue tuicháva ha apu’áva oveve yno’õ ha karugua ári; ikatu imokoĩ metros pukukue ha upévare ha’e peteĩva umi ka’avo ypegua ojekuaavéva ñane retãme.	16.5177
21	Yvotyty iporãva, henyhẽva yvoty sa'y hovy ha pytãgui, ohechaukáva tekoha porãite.	Salvia guaranitica, ojekuaáva salvia hovy térã anisádape, ha’e peteĩ ka’avo oĩva opaite árape ñane retã ha ijerére. Ijyvoty hovy téra pytãũ puku, ombojurúva eiru ha mainumbykuérape; upévare ojehayhueterei yvotytyháre iporãitéva ha oipytyvõgui tekohápe.	12.8149
22	Ko'ápe ojehecha peteĩ óga yma guare, ojejapóva yvyra ha ladríllogui, oñembyaipaiteva'ekue ára ha ára.	Jesuíta rembiapokue ymaguare ojejapóva ita ha ladríllo-gui. Ko’ã tenda ohechauka ñande rapo ha ñane retã rembiasakue.	28.0335
23	Kuña Paraguái ojeroky hína ypa rembe’ýpe, ijao teete ha sa’y hetáva reheve, ha ogueraha guámpa iñakã ári.	Jerokyharakuéra oikuaave’ẽva pe jeroky paraguái kaguakáre, iao ypykue. Iao po’i ha isãingo puku, omoĩ hikuái hy'a térã kambuchi iñakã ári; upépe ohechauka hikuái ikatupyry ha omoingove ñane retã reko tee.	18.3031
24	Kuña oiporúva ao po'i chamamépe g̃uarã, oñembo'y peteĩ karai ykére oñe'ẽva peteĩ aty guasu rehe Corrientes-pe.	Jerokyhára ijao ñande ypykuére, oñembojapava ñandutípe, pea ha’e Paraguái rembiapo tee. Pe ijeguaka apu’áva, ojoguáva ñandu renimbo, ha’e peteĩva umi mba’e ojekuaavéva ñane retãme ha omohe’ẽva ñande reko.	12.7772
25	Yvyra morotĩ poty, ojehecháva tape ykére, yvága hovy ha arai sa'yju mbytépe.	Tajy morotĩ avei, Paraguái yvyra mimbipa, ipotyjave oĩvo pe Costanera Encarnación-pe. Ro’y mbytépe, ijyvoty morotĩ asy ojapa pe yvyráre ha omoaig̃uivo pe arahaku oguahẽtáva; upéicha ohechauka ñane retã porãite ha ñande reko tee.	12.9399
26	Peteĩ kuñakarai ha peteĩ mitãkuña’i, mokõivéva oipurúva karanda’y akãhoja, oĩ hína peteĩ mesápe okaháre, ho’úvo sópa ha mandi’o, ha ijykére oĩ guampa ha aséite ryru.	Jopara, ñane rembi’u tee ojejapóva avati morotĩ (locro), poroto, so’o ha ka'avóetarehe. Oje’u opaite peteĩ jasypápe oñemosẽ hag̃ua Karai Octubre-pe; ha’e niko upe ikatúva ogueru ñembyahyi, upévare jajapo ko jopara ñamba’apo ha ñaneakãpu'ã hag̃ua oñondivepa.	15.6929
27	Pombero ra'anga, peteĩ mombe'upy herakuã'avéva Paraguáipe: Paĩ Tavyterã rembiapojeguáva yvyragui ojejapóva.	Pombero ra’ãnga, oĩva pe Museo Mitológico Ramón Elías-pe. Pombero niko pe ojekuaáva 'Pyhare Jára' ramo; ha’e peteĩ póra oñangarekóva tekoháre ha mymbakuérare, ha upéicha avei, ñande ymáguare he’iháicha, oiko ka’aguy ha okaháre.	14.2590
28	Mburukuja, peteĩ yvoty porãite, ipétalo morotĩ ha iñakãrague sa'y pytã ha morotĩva oñembojoajúva mbytépe.	Mburukuja poty (Passiflora caerulea), ha’e peteĩ ka’avo ojupíva yvatére ha ojehecharamóva Paraguái ha ijerere, yvoty teete ramo. Ijyvoty jeguaka ñanderecha pukarãva, upévare umi misionerokuéra omoĩ hese Hesu Crísto hasy’atã hague, ha upéicha opyta ñane retã rembiapo ha tekoha rechaukaha ramo.	13.3183
29	Guyra campana, guyra hovy asy ha iñakãre oĩ peteĩ akãrague hũ, ha’e hína ñane retã guyra tee.	Mainumby hovyũ, ha’e peteĩ guyra’i oĩva Paraguáipe ha ojehayhueterei ñande reko guaraníme. Oguahẽvo ñande rógape, he’ise outaha mba’e porã, vy’a ha py’aguapy; ha’e niko teko porã rechaukaha ha ñandembojoaju ñande yvy ndive.	13.9437
30	Tupäo de la Encarnación ojajái sa'y orekóva tetã ndive.	"""Panteón de los Héroes"": ko’ápe opytu’u ñande héroes, umi oñorairõ ha odefendeva’ekue ñane retã Paraguái, ha upeichaite ojapo hikuái ñande historia."	7.9433
31	Ava ra'anga yvyrágui ojejapóva, ohechaukáva peteĩ karai guasu térã peteĩ mburuvicha ymaguare.	Ko'ápe ojekuaa peteĩ ta'anga ojejapóva yvyrágui, ha'éva peteĩ ava guaraní rova ha rete, hesu'úva py'aguasu ha iñakãrague hũ.	29.9639
32	Óga yvyrágui ha kapi'ígui ojejapóva, oñemohendáva ka'aguy mbytépe.	Peteĩ oga'i porãite ojejapóva yvyra ha tujúgui, ha ombohogahoja kapi'igui omo'ãva chupe kuarahy ha amandáugui.	21.6722
33	Ava guaraníkuéra oñembyaty hína tataypy jerére, oñomongetávo ha oñembyatývo hikuái, ohechaukávo mba’éichapa oiko peteĩ ñe’ẽme joaju ha vy’ápe tavayguakuéra ma'ême.	Ava guarani kuéra oñembyaty kirirîháme tataypýpe ha oñembo'ehaguã oñondivepa, upéicharo omombarete jopyhu ha jerovia.	34.2879
34	Ava guarani kuéra oñembyaty kirirîháme tataypýpe ha oñembo'ehaguã oñondivepa, upéicharo omombarete jopyhu ha jerovia.	Ava guaraní mitãrusukuéra ojeroky hína tataypy jere rupi, oñangarekóvo hikuái imba’e teére ha ohechaukávo mba’éichapa oiko peteĩ ñe’ẽme joaju ha vy’ápe tavayguakuéra ma'ême.	21.9132
35	"Guámpa yvyrágui ojejapóva, orekóva poyvi sa'y pytã, morotĩ ha hovy, ha he'íva ""Edo. Del Paraguay"", oĩva peteĩ vombílla kuarepotígui, oñemohendáva peteĩ ao morotĩ ári, ha ijerére oĩ aranduka sa'y hetáva."	Guampa ojejapóva yvyra okáigui ha oguereko mba'erechaukaha vakapi gui ha bombilla (takuapi) ojejapo kuarepotigui.	23.8724
36	Mandi'o guasu, tembi'u paraguái teete ojejapóva mandi'o ha so'ógui, oñembojehe'áva ka'avokuéra ha ryguasu rupi'a ndive.	Ko’ápe jahecha peteĩ reviro haku porãva, ojejapóva aramirõ ha ñandýgui paila ári; omoirũ chupe peteĩ so’o mbusu hovyũ asýva ha tupi’a mbojy, ha’éva tembi’u omombaretepáva ñande rete.	17.6595
37	Heta tapicha oñembyaty peteĩ plásape, ovy'ávo kuarahy guýpe, yvyra rovyũ apytépe.	Guataha kuéra oñembyaty jerovia ha jerovia guasúpe, Tupao Ka'akupe renondépe, oguahe hikuái mombyryguive ohepyme'ẽ haguã ipromésa ha oaguyjeveme'ẽ haguã Tupãsy de los Milagros-pe.	13.8395
38	Peteĩ mba’yru kapi’ígui ojejapóva, oñembojy pyréva chipa, ojejapóva aramirõ ha kesúgui, oĩva kuatia jurukytyha ári, ha’e hína ñane rembi’u teete, ojehayhuvéva ha omohe’ẽva ñande reko.	"Peteî ajaka henyhe ""chipa argolla""gui, tembi'u ojehayhuvéva ñane retã Paraguáipe, oînte va'erã jehomombyrýpe ha aty guasu rogayguákuéra ndive, akói hyakuãvurei hese kesu ha aramirõ."	27.3429
39	Tatakuápe oñembojy umi tembi’u hevéva ha ñanemba’etéva, umíva apytépe: kure, ryguasu, vaka ro’o ha ovecha.	Ñane tatakua tee ojejapóva tuju ha ladríllogui; upépe jahesy ñande chipa ha opaichagua tembi'u he'ẽ asýva, ombopupu ha omohyakuã porãva jepe ñande rogapy.	16.2114
40	Kambuchi, peteĩ mba’yru tuju ojejapóva ha oñemaimbe porãva, ojeipurúva y térã ambue mba’e ryrurã.	Peteĩ kambuchi oñemohendáva apyte ao ári, ha'éva pe akã rupa ojejapóva ao vírogui ikatu haguãicha kuñanguéra ogueraha y iñakã ári oñemyangue'u'ỹre.	18.0747
41	Mokõi guyra oñembo'y yvyra ári, iñakã ha ijatukupe hovyũ ha ipy'a katu sa'yju.	Urutau kakuaa oñemombo’y yvyra rakãre ha’ete hína yvyra parakuéicha, oñangarekóvo imemby michĩmi rehe.	16.7511
42	Peteĩ ava oguapýva yvyra rogue apytépe, oguerekóva ipópe guampa ha vombílla, oñembosako'íva oipuru hag̃ua terere.	Jasy Jatere, pe mita'i akã sa'yju oikóva ka'aguýre asaje pyte jave; oguerekóva ipópe ivara ju omoasẽ haguã mitãme ha ogueraha haguã chupekuéra hendive.	22.5076
43	Chipa manduvi, peteĩ tembi'u he'ẽ asýva ojejapóva aramirõ ha manduvígui, oje'úva kamby ha café ndive.	Ko’ápe ojekuaa porã pe Chipa guasu he’ẽ asýva, ojejapóva avati kyre’ỹ ha kesu paraguáigui; ijyvate ha overa asy hína, ha’éva tembi’u opave’ỹva’erã ñande meságui.	20.5367
44	Mokõi kuña Paraguái, peteĩ kakuaa ha ambue mitãkuña, oñembo’y hína ka’aguy mbytépe. Pe kakuaáva oguereko iñakãre yvoty ha ijao po’i, ha pe mitãkuña katu ijao sa’yju ha ijao po’i avei.	Kuña ha mitãkuña oiporúva ao guaraní teete. Ko’ã ao ohechauka yvypóra ypykue rekotee ha ñande rapo guaraní ymaite guive.	22.2471
45	Peteĩ óga'i ojejapóva yvyra ha kapi'ígui, oñemohendáva ka'aguy mbytépe.	Trampa yvyrágui ojejapóva okaháre, ojeipurúva ojejapyhy hag̃ua mymba michĩva.	23.3287
46	Guyra'i oñembo'y kambuchi ári, peteĩ yvyra ryru ojejapóva yvyrágui, iñapopẽ ha sa'yju.	Alonsito oguapýva hupa ári, ojejapóva tuju memégui ha ojogua tatakua. Ko guyra niko ojapo hupa yvyra térã yvyramáta rehe.	21.4285
47	Oga'i yvyra ha kapi'ígui ojejapóva, peteĩ tapicha osẽva okápe, ha ijerére oĩ guampa ha bombilla, ohechaukáva ñande reko tee.	Óga okaháre ojejapóva yvyrágui ha hi'ári kapi'i. Ko'ã ógape ojeipuru opa mba'e oĩva upe rupi.	23.0525
48	Jukysy haku porãva, ojejapóva avati ha kesúgui, oñembojehe’áva ka’avo ha reviro ndive, oñemoĩva peteĩ poyvi ári, ha’éva tembi’u omombaretepáva ñande rete.	Vori vori, tembi'u paraguái teete ojejapóva ryguasu rykuégui, avati ku'i ha kesú, ha'e hína peteĩ tembi'u ojeikuaavéva Paraguáipe.	27.5537
49	Mandi'o apu'a oñembyatýva peteĩ Mercado 4-pe, ojeipurúva tembi'u opaichaguápe ha oñembojy haguã.	Mandi'o pyahu, rapo oñekotevẽva Paraguáipe; oje'u oñembopupúva térã oñembochyryrýva.	25.1859
