idx	spanish	prediction	reference	retrieved_indices	dev_example_indices	prompt_tokens	completion_tokens	total_tokens	thinking_tokens
10	Un grupo de personas observa un entorno rural con casas de madera y techos de hojalata, rodeadas de plantas tropicales como plátanos y papayas, bajo un cielo azul con nubes. Una persona con gorra verde señala algo entre la vegetación.		Ù wë́rke yö'tso pàna̱kuö wa. I ujkö a̱ i wa̱ cha̱mù̱ tso'.	2117,5833,1023,7428,6848,1865,6043,6123,1776,4882,5907,6156,717,5970,6585,5521,6672,1775,6194,6219,6233,7274,7061,5200,2666,1246,775,2702,4634,3973,4075,6932,6685,6944,7263,1755,4535,6958,7462,2510,3924,4707,5500,5507,7330,7398,1214,5908,6947,6920,7197,5495,6914,1382,4557,4574,4606,7098,4964,6845,7267,6856,947,1082,2490,5641,2767,3961,4908,4997,5636,6153,6191,6412,7008,7452,1180,4677,5302,4006	30,8,23,25,26,27,37,17,20,3,13,16,19,29,31,48,1,6,7,9	5209		5326	117
11	Un hombre con camisa blanca y pantalones rojos está sentado en el suelo, sosteniendo un instrumento de madera pintado con rayas blancas y negras. Detrás de él hay una pared de cañas.		Awá tso’ ulù tâu̱k. Ês ie’ rö se’ buâwè̱ke. Ie’ âr i ka̱né̱u̱k kipö̀ a̱. I pàio sarûrû kalö̀io butûtû.	2117,4646,3888,5907,7470,4593,6845,3913,3790,6347,1434,717,5693,6823,6944,4997,2861,1023,6947,7428,6856,7381,4828,5119,6194,2868,7098,5709,7274,1435,6417,2538,6123,6917,4606,3973,4075,237,6871,5521,6848,2666,731,5218,5600,4522,4331,3937,1865,1776,4882,2860,4639,3961,356,1246,4458,369,6672,4535,6958,6854,5705,5715,4397,6206,6920,6525,372,7462,4908,7008,132,5695,4785,2133,2150,854,5970,1827	49,19,37,47,1,17,21,23,25,39,42,45,4,7,9,16,20,27,29,48	5170		5287	117
12	Frutos de cacao de color morado oscuro cuelgan de una rama de árbol en un entorno tropical con follaje verde.		Tsiru’ tso’ klóklo, i wö̀a má̱t, i ulà mika i wö́rke ta̱î̱ë.	6940,830,6221,5604,5539,6776,6943,6439,6768,6479,6525,2072,1564,4535,6958,1609,1382,6194,1460,6070,7242,7274,1865,1776,4882,2117,2666,6055,6073,7425,313,6217,6585,6932,6090,6631,7200,5289,1775,5833,6219,6233,2521,5843,2062,5521,947,4634,6438,5240,1246,5496,2165,6462,6480,7267,6848,7040,1431,2510,3924,4707,5500,5507,7330,7398,4574,6823,6504,581,590,601,692,2514,7087,7039,7391,7415,6140,6890	13,8,14,16,20,23,29,30,39,0,1,7,10,11,17,19,22,25,26,28	5034		5151	117
13	Una mujer con cabello negro recogido y ropa casual cocina cacao en una olla sobre un fuego de leña en un entorno forestal. Usa un palo largo para mover los granos dentro de la olla.		Tàyë tso’ kö̀chi chkà kukö́k ù̱ ki̱. Bö’ wa ie’ tso’ ialö́k.	4828,6848,4535,6958,4075,5507,7428,6218,6043,6515,3853,6123,2514,7420,6785,2423,5495,2702,776,1775,1865,2339,2340,2643,6878,4574,1714,3888,7425,1776,4882,4627,4897,7470,6871,7462,3911,685,5263,5898,7277,6823,5119,7041,5314,7139,5833,6219,6233,1382,4525,6940,6444,6649,6254,6869,6462,7267,3973,1691,1246,5907,3790,3858,3998,3999,4008,4009,4010,4037,4038,4039,4040,4041,4042,4043,4045,4047,4048,4049	32,14,30,8,16,20,23,33,46,0,1,2,7,10,12,17,18,24,29,31	4745		4862	117
14	Una fruta de cacao partida por la mitad, mostrando su interior con las semillas envueltas en una pulpa blanquecina, descansa sobre una superficie con un diseño de hojas en tonos verdes y marrones.		Tsiru' tso' íyi ulìta̱ne̱ ka̱né̱wo̱. Irir yè satë̀ yawó e̱na̱ wö́su̱k irir se' kapéblo.	6940,4828,1431,5543,7428,7048,6585,6194,4535,6958,6991,6123,2861,7415,4563,6549,1021,6462,7267,7373,7200,2860,6915,1246,6515,4750,3953,6217,6011,2008,3003,4524,6480,387,1727,3791,3851,3853,4011,4036,4044,4051,4054,4056,5357,237,6463,7127,7416,6088,5376,7462,6140,6568,3140,4869,5408,7182,5764,6795,6869,6438,4397,6467,4970,6569,6988,4035,4987,1082,2423,2050,2101,2422,4385,4386,4389,2409,5982,7460	9,13,1,7,16,23,24,33,37,45,48,4,8,15,17,20,27,29,30,31	4907		5024	117
15	Dos frutos abiertos con cáscaras rojas y espinosas, revelando semillas rojizas, descansan sobre una superficie de madera vieja y desgastada.		Kacha' wö̀ tso' i wö̀ a̱ má̱t. I tso' íyi tâwo̱ wè̱s se' yö́rke ì alê ujtéköl ie ése. Kacha' rö ó.	3883,3809,717,4639,6947,2117,6950,7373,2252,1414,1082,6221,1728,6917,5908,6845,1160,6479,1246,1882,2385,1023,4827,7415,1755,4677,5302,7054,4359,6856,7071,7306,637,2052,2406,3882,3884,3885,4076,4035,4987,2868,3953,2463,1868,6090,4342,1702,2999,4865,5954,6939,5577,2599,1138,1226,2418,3789,6417,6795,55,556,934,1588,2444,3990,3992,2490,6415,6952,1564,6194,7182,4563,5237,4122,1525,3822,3830,6073	14,17,32,42,7,8,9,10,11,13,16,20,23,24,29,33,39,43,1,2	4997		5114	117
16	Una ave de plumaje negro con una mancha roja en la parte superior de la cola está posada en una rama de árbol, vista desde debajo de un techo de hojas de palma. En primer plano, se observa una mesa de madera con objetos sobre ella, rodeada de vegetación tropical.		Dù tchë́rka kàl ulà ki̱. Dù kie a̱'s i wö̀a dör dalôlô e̱na̱ i tsì̱wö dör má̱t. A̱'s dör ó.	5543,830,7200,4535,6958,4750,2050,1431,6585,6462,7267,6768,6217,6878,6194,1246,6140,716,7380,7040,1092,6480,6438,4828,349,5289,5982,7470,3967,717,6856,6869,1609,1012,1382,6890,6940,776,6568,6999,2146,7141,2409,7460,6347,5521,6144,6467,3988,6991,7048,2008,4593,6119,6563,342,6932,1830,358,7428,4668,2584,2062,7468,7274,2117,2666,2521,6549,2861,774,778,2165,737,5215,6690,6645,6460,1251,6811	23,25,35,48,39,17,20,24,27,30,2,8,9,13,14,26,29,37,38,41	5268		5385	117
17	Un fregadero de plástico rosa sobre un soporte de madera está ubicado en un terreno con suelo de tierra y rodeado de plantas de plátano. No se observan personas ni elementos que indiquen una práctica cultural específica.		Datsi’ skuo tkër ka̱ñí̱ka, i pámi̱k cha̱mù̱ tso’.	1865,1776,4882,7398,717,7470,1775,5833,6219,6233,3961,947,6823,7274,6856,4535,6958,6917,2510,3924,4707,5500,5507,7330,6871,1382,7211,4634,5907,988,1435,2117,7428,2767,3973,4075,4908,4997,5636,6153,6191,6412,7008,7452,5693,5843,6848,6395,4627,7236,6649,6123,5200,5850,6525,1010,4331,776,6456,6932,6674,5289,6460,6043,5908,2868,1246,3993,5709,5748,6352,6919,7040,1534,6090,2487,1564,3989,2488,6827	30,48,39,42,8,16,23,25,1,10,11,19,20,24,27,32,35,38,41,49	5191		5308	117
18	Un hombre y una mujer están de pie frente a una cabaña de techo de paja y paredes de cañas. Ambos llevan ropa sencilla, están descalzos y miran directamente a la cámara.		Akë́kë yë̂âr i mà̱so ta̱. Ie’pa ië̂tër újkö̀ a̱. Tàyë datsi’ bitsî̱, wë́m pàio surûrû ulà bitsî̱.	1246,4967,346,3929,4593,2463,731,5218,6206,3853,2117,1226,854,2868,2999,4865,829,6062,2521,5907,1564,1728,7071,4646,6769,6917,4331,7444,3830,6665,2510,6568,6827,5577,44,1138,2418,3789,6417,5400,3920,4073,6259,825,7164,6217,4881,6833,6664,6807,3933,6907,7139,4393,1822,4799,7470,4897,1525,3822,4639,6073,7431,6878,6140,2052,380,3915,4981,4982,6037,4035,4987,2333,4535,6958,5908,1709,5521,6228	32,49,6,7,8,21,13,25,26,29,35,3,9,11,23,24,37,38,45,48	5228		5345	117
19	Un hombre con camisa blanca y pantalón oscuro rema un bote de madera con tres personas en un río rodeado de montañas verdes. En la orilla, hay otro bote oxidado y rocas dispersas.		Ma̱ñá̱l ka̱nò̱ ki̱ pë’ tso’ shkö́tchö. Ka̱nò̱ wë́rke bö̀töm. Ka̱mî̱ ká̱bata wë́rke.	6139,7452,3888,6545,4882,3790,5119,6400,7425,6944,731,5218,1708,6454,7098,6019,5705,5715,3973,4075,4997,1865,5907,2117,4964,6309,5970,1023,5982,7259,23,7274,5374,1714,1776,6848,6854,6672,7428,4828,5521,4535,6871,6958,6525,2133,2702,6920,5898,6823,6947,1775,5833,6219,6233,6503,6123,6685,7263,3835,1755,6649,7363,717,1435,795,5495,6914,1480,5339,2728,6143,1691,3858,3998,3999,4008,4009,4010,4037	11,25,37,49,23,26,7,8,17,48,10,22,29,32,39,45,46,47,4,9	5087		5204	117
