id	prediction	reference	chrfpp_sentence
34	Kiekari m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Kiepa m+reuti pine heiwa muti hauxini yan+ts+ muti ekwa hipat+ hurawa há maneikat+ká mi kwewieni yu ta kwá.	18.4556
35	Kiekari muku mane yayeyeut+ hipat+ turuki, mawiwe muye axé me xeiya.	Kiekari hát+a muku mane yayeyeut+ hipat+ turuki, mawiwe muye axé me xeiya.	89.5860
36	Hawaik+ kiekari pema' ye aní tsie ik+meri p+tiu xeiya ya m+ti a'nene mana puye werar+wa kename ré parewiya kiekaritsie ya pa+ memek+.	Hawaik+ kiekari pema' ye aní tsie ik+meri p+tiu xeiya ya m+ti a'nene mana puye werar+wa kename ré parewiya kiekaritsie ya pa+ memek+.	100.0000
37	Huyé wixarika m+ya ke m+tikuyeika, ya ane k+a huyé muta wewi hánu ku inet+ aitsie miku hánitsit+a.	A kie pe ma ye aximeni tsie peuyu tema wieka a iwama a paa'pama pe m+ wa re xeiya k+.	15.9479
38	Xeime wixarika p+h+k+ ti útame, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x+a, k+x	Kareta, kí, ramaru, m+k+ p+h+k+ ti útame kukutsume, et+piwame wixarika kiya h+ritsie meuti ú.	25.1024
39	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	100.0000
40	Huyé te+ teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	Huyé te+ teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	100.0000
41	H+ri piramidal p+yuawi, ya xeik+a m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	H+ri tsie meu teu ti tuaya wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	33.7475
42	Xewit+ tewi puyehuyeika, kie turuki m+ka heuta háke tsie, k+ye m+ka uxawame, witarita m+ka wáki.	Ta huyé maye hápane ta kie, heiwa turuki meu ta háke mana muye yeika metá tsiere tame.	28.9124
43	Aitá há puye háne tsiere tek+a huyé tiuka háne mana te+teri memeuka neniere kiekari muwa heye mamaku.	Áki ut+a taxata heiwaka há muka wauket+ká há úte, ya xiekari xeik+a muyuku hayeikawa ke+nat+.	18.2864
44	Kiekari m+ti xuawe t+ri ti wa +' kit+wame kí etsikuera titetewat+ mu xuawe.	Tsepa kewa t+rí ti wa +' kit+wame kí etsikuera titetewat+ mu xuawe.	77.4971
45	Ts+k+ huyé m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Kiekari meuti ú, hipat+ me mi kunát+ka tewáxi muwa me teu háx+anik+.	17.1418
46	K+ye xeik+a tuturi tuxame, huyé waki tsie, tetewi, ladrillo, meta k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	Hipat+ ta kie p+ka hu háya a puku tetewa aimieme pú wáki, puyu hék+a.	19.5364
47	Wiyari h+ritsie m+tiukak+ xeime h+ri, xuawe, kwáta, meta torre de telecomunicaciones.	Kiekari heuka ix+ ariet+ tita mana m+ti xuawe ma' he k+a h+'ri, hát+a.	20.2001
48	Huyé m+xuawe turuki m+ka heuta háke tsie nait+ aix+ p+ka tiu ane, reu yewet+ p+ áne x+ka m+pa+ ti anenike nait+ kí aix+ p+ anenike.	Kiekari mukumarix+a hipat+ muyu wewiet+we me pikamana ri, hik+ turukitsixi me wa in+atat+ tit+ reu miet+ huyé m+ni tá há x+a.	21.9274
49	Teyupanie ti tetewat+ muku ut+ka heiwaka tsaturi me muku ut+ká ta+tana hipat+ me m+ wara ye xeiya.	Teyupanie ti tetewat+ muku ut+ka heiwaka tsaturi me muku ut+ká ta+tana hipat+ me m+ wara ye xeiya.	100.0000
