id	prediction	reference	chrfpp_sentence
25	Se ueyenakaxochitl non tlaxochistok.	Se matlalxochitl kualtsin uan se non yopitsuakik.	23.2668
26	Se atemoxtli temo ipan se tetl kiyaualojtok xiuitl.	Se ameyali uetsi ipan temej ijtik tepetl.	23.5726
27	Se talkamojtli kemej se yolotl uan okseki ik tlakpak.	"Seki tlalkamojtli uan se motasneki ken se ""yolotl""."	35.0961
28	Se atoyatl panoua itik seki tenextemej uan xiuitl.	Se ueyatsintli ika temej tlen ipan tlapajpakaj.	20.2198
29	Sekimej tlakaj kitokaj se kuaukaxitl ipan tetokokan uan uejka nesi tepeyo uan kuajyo.	Seki altepetlakamej uan topilmej kitookaskej akin omomikili. Katej itlanpa se kuauitl uan ik uejka kajki se tepetl ika se ojtli itlajkotia.	22.0392
30		Se topiltsi okiski omototonito ipan se tetl.	0.0000
31	Se xoxokamatlaltik kiyaualojtok kuaujtla uan se kaltsintli tepexitlali.	Se ateskatl inauak se kali. Kiyaualojtok kuajyo.	38.1472
32		Ateskatl ika ateskilitl inauak kuajyo.	0.0000
33	Se siuatsintli motlakentok ika tlapaltik kamisa uan texotik kueitl moseuijtok itech se ueyi kuauitl.	Se siuatsintli ika itlaken xochijyo itlanpa se aueuetl uejkapantik.	36.8210
34	Ikaj kipixtok ima se kuaxikalkuauitl.	Serakilitl, xokok uan uelik ika se tlaxkali.	19.1072
35	Se akaxochitl tlen kuajyo inauak se tepexitl.	"Xiuitl non kiluiaj ""kajkauapajtli"" uan tlapaleuia ijkuak ikaj aminajtok."	11.4676
36	Ipan se tepuscaxitl tliltik motzoyonia chilchiluaki ika comino iaxka iuan okseki tlamantli.	Seki soyonkej chilmej.	14.9982
37	Se milli kiyaualojtok kuajyo uan ik uejka kajki tepeyo, semi tlamixtentok.	Se gladiolajtooktli inauak se mila. Ik uejka tepeyo uan tlamixtentok.	41.2840
38	Se kuaujkualaktli ika ixiujyo selik mososojtok ipan se ixtlauak xoxoktik, uan ompa uejka nesi se kaltsintli kuaujtlapechtok.	Se mamayotsintli kinextia yankuik xiuitl.	21.6280
39	Se coatl tlatlacuilolli nesi xiuhyohtitlan uan itlan se kuauhtepontli tlen moskuitlatok.	"Se kouatl non kiliaj ""palanka""."	15.7939
40	Se tepetl kiyaualojtok kuajyo uan onkatej seki kalmej, uan tlachipajtok in iluikak.	Miakej kalmej ipan tepetl.	29.4395
41	Se xoxoktik tlalpipitzin ipan tlali tlatoktok ika kuauxiuitsoli uan xiujtsitsintin. Opochtlampa onka se tlamantli chichiltik.	Se mantis ipan tlali.	30.1745
42	Se tlacatl nemi itech se ojtli tlen tlaxkaliyo uan neltonatijtok.	Se tlakatsin non otekipanoto mokopa icha ijkuak yitlayoua ik tepetl.	18.7227
43	Se chichikxochitl non petlani ipan se kuauitl.	Seki buganbiliajxochitl.	25.7304
44	Se tokatl tliltik ipan se xiuitl xoxouik.	Se tokatsin ipan se omikilitl.	41.5296
45	Se toktli ika kamojtikxochitl uan xoxoktikixiujyo iixpan tlauajki xiuitl.	Se pitsauaxochitl non yopejki pitsuaki.	23.1020
46	Se kamojxochitl non yotsintlayouak uan kualtsin ixochiyo.	"Se xochitl tlen kiluiaj ""pitsauaxochitl""."	25.9114
47	Se ojtli ipan se tepetsintli inauak kalmej, kiyaualojtok kuajyo uan se tlatentli tlikuauitl.	Se ojtli tlen tlakoloua uan katej seki kalmej uan olochkuauitl tlen okintepankej.	34.1227
48	Se ueyi kuautlatekpantli itlan se tepankali ika kuajyo ikampa.	Miak olochkuauitl okintepankej inauak se tepankali..	28.8606
49	Se maseuali moseuijtok ikaltempan se kuaukali xochipaltik itlanpa se ueyi kuauitl xoxokuik ixiiyo.	Se tenantsin ika ialtepetlaken kichixtok karro kaltentli, ojtenpa.	18.9754
