id	prediction	reference	chrfpp_sentence
19	Wë́m tso’ ka̱nò̱ ki̱, ie’ tso’ dalì ö́k. Ie’pa tso’ bö́l ie’pa tso’ di’ a̱. Di’ ajkö̀ ki̱ ká̱ wë́rke.	Ma̱ñá̱l ka̱nò̱ ki̱ pë’ tso’ shkö́tchö. Ka̱nò̱ wë́rke bö̀töm. Ka̱mî̱ ká̱bata wë́rke.	16.9663
20	Tàyë tso’ ká̱jke̱ ká̱mî̱ë. Ie’ tso’ ká̱jke̱ ká̱mî̱ë. Ie’ tso’ ká̱jke̱ ká̱mî̱ë.	Tàyë tso' ák ki̱ tsiru' wö́k. Ie' dör i wèke wíswîs ukö̀ki i tarèke të́shtë̂s. Bua' tsiru' ùna̱ ák ki̱ e' ya'.	6.8565
21	Wéqpa tkë́r di' ajkö̀ a̱. Ie'pa tso' chipòtë yawóqk. Ie'pa wö̀ki kò̱s íyi tso' e' wë́rke.	Tchë́l ni̱mà̱ na̱mé̱pa tso' di' sìna̱ e' a̱ ni̱mà̱ klö̀u̱k. Ie'pa dör sulë̀ e̱na̱ shka̱me̱' wa ni̱mà̱ klö̀wè̱ke.	20.0907
22	Tsipátsipa letrero Suretka Centro Educativo ie' wö́k. Ie' dör 1974 wö́k.	I' dör e̱' wö́blâwo̱ wé. Ká̱ kie Tsulë'tchö e̱' rö e' a̱ ta̱î̱ alátsitsi tso' e̱' wö́blâu̱k yë́jkuö shtö́k e̱na̱ i̱à̱ritsök. I ta'tso tsipátsipa e̱na̱ i yö'tso ákchka wa.	8.1244
23	Ù tsìx kĩ di’ wë́rke ká̱mî̱ë. Di’ ajkö a̱wí̱she̱t dör ká̱pake.	Ká̱ wë́rke ká̱jkê̱ë. Di' ajkö́mi̱k ká̱ wë́rke. Ù rö yö'tso ùkö wa. Di' wë̀na̱ í̱skî̱ë dalö̂lö̂ë.	9.1078
24	Ù sulë pámi̱k ta̱î̱ ká̱ wë́rke tsipátsipa. Wö́su̱k ká̱ í̱te̱ idir.	Ù sulë batà a̱ mi̱k ka̱m i pà bánu̱a̱.E' ta̱ i yawèke e̱nà̱ ë.	12.1553
25	Pë'pa ka̱nò̱ ki̱ shkö́tchö. Ka̱nò̱ wë́rke ká̱jkê̱ë. Di' ajkö́mi̱k ká̱ wë́rke.	Pë’ dàmi̱ ta̱î̱ë ka̱nò̱ ki̱, ie’pa mi̱ketchö di’ ajkö a̱wí̱she̱t.	13.9103
26	Pë' bòqtöm ka̱nò̱ tsipátsipa ki̱. Ie'pa tso' di' ajkö a̱wí̱she̱t. Ka̱nò̱ wak si̱ê̱ Tsalá tso' talë̂lë̂. Ië́tso tsiní̱. Shá̱bös tchë'te̱r kalö̀ ë.	Bö́l ie’pa tso’ di’ a̱. Dalì iö́k i tso’. Ka̱nò̱ wö̀a tsipátsipa, âr di’ ajkö̀ ki̱.	18.3427
27	Ka̱ñí̱ka ká̱ rö ká̱ sa̱ne̱ ë̀. Wö́su̱k i̱a̱ kapö́li tso’. Ù wë́rke yö'tso pàna̱kuö wa.	Ká̱ wë̀na̱ ká̱mî̱ë, ká̱ wakdël. Mò̱ wë̀na̱ sarûrû ká̱jke̱.	14.7087
28	Mè̱wö bitsì̱, i ki̱ka íyi diö́köl yö’tso wè̱s dù diö́köl ês.	Satë̀ mó̱tchërki wö̀a tsikirîrî e’ dör na̱mù̱ wö́kir diö́köl, sabák wö̀a si̱ê̱.	8.4766
29	Ulà tso' krò chkà wö́k. Ie' wö̀a dör bua' e̱na̱ i wö̀a dör kàl. Ie' apàio krò chkà wö̀a si̱ê̱.	Mè̱wö mó̱tchërki újkö mi̱k. Mè̱ wanyö’tso ká̱kö wa.	11.7172
30	Ñãlàx tso' íyök wa ák wa. Ká̱ wë́rke sarûrû ká̱jkê̱.	Ka̱ñí̱ka ká̱ rö ká̱ sa̱ne̱ ë̀. Ta̱î̱ kàlkö ulìta̱ne̱ tso’. Wö́su̱k i̱a̱ kapö́li tso’.	6.0762
31	Tàyë datsi' tsipátsipa ẽnã i káxjtè dör má̱t. Ie' tso' káxjkêx wö́su̱k ká̱ wë́rke.	Tàyë tso’ ká̱ kí̱sa̱u̱k ká̱ áie a̱. Mâ̱mâ̱rkua wö̀a má̱t tso’ ie’ pámi̱k.	10.0475
32	Tàyë, alàr bòqtom ië̂tën íxs a̱. Ie’pa ië̂tër újkö̀ a̱. Tàyë datsi’ bitsî̱, wë́m pàio surûrû ulà bitsî̱.	Tàyë yë̂âr i alár bö́l e’ ta̱. Ie’pa ië̂te̱r dìba a̱. Alà tsîr wa̱ êtöm kàlka átse̱r e̱’ ulà a̱.	18.4506
33	Mè̱wö mó̱tchërki tsiru'wö ù̱ ki̱. Bö' wa ie' tso' ialö́k.	Tsiru’ wö sí, tso’ kukè ù̱ ki. Tcha̱’tak a̱ tsiru’ wö tchë́rki.	13.1991
34	Sku' wö̀a krôrô. Ie' dör íyi ulìta̱ne̱ ka̱né̱wo̱.	Ajkö́ yö̀na̱ shtö́kicha wa. E’ tso’ dalì é̱jkê̱ ése tsó̱ ie. I yö’tso burrîrî, i tso’ dalì tsó̱ ie.	6.1456
35	Ù sulë pámi̱k ta̱î̱ ká̱ wë́rke tsipátsipa. Wö́su̱k ká̱ í̱te̱ idir.	Bribriwak ù sulë, i yawèke shkíshkî ká̱jkê̱. E' rö i̱â̱chipa a̱ sè̱no̱.	10.4027
36	Ák yö'tso nãmùx wè̱s, i wö́su̱k kàl tkë́r. Ie' wak dör íyi diö́köl mâxtk.	Kula' wö́r dör na̱mù̱ wö́kir ie. I yö'tso ák wa. E' rö se' bakmi̱ e' ka̱nè̱.	10.8724
37	Wë́m tso’ ka̱nò̱ a̱. Ie’ wa̱ dalì dàmi̱. Ka̱nò̱ wö̀a krôrô. Di’ wë̀na̱ í̱skî̱ë dalö̂lö̂ë.	Se' tso' ka̱nò̱ ki̱ ka̱nè̱blök. Ie' tso' dalì ö́k ka̱nò̱ ki̱ di' a̱. Ka̱nò̱ wak si̱ê̱ Tsalá tso' talë̂lë̂. Ië́tso tsiní̱. Shá̱bös tchë'te̱r kalö̀ ë.Tsalá kuátchërke ñè̱ e̱na̱ wàta̱we̱.	9.7297
38	Pë’ dapàna̱ ká̱ kibí a̱ íyi ujtéchök. Ie’pa a̱ñì̱ wö̀ie i ká̱ ujtéchök.	Mi̱k ák démi̱ ta̱ ie’pa dör bùl iklèke. E’ a̱ sulìta̱ne̱ mi̱ke bùl iklök.	11.6800
39	Ù sulë ká̱jkê̱ë, i yawèke ká̱ wë́rke. Ká̱ wë́rke ká̱jkê̱ë.	Ma̱ñá̱lwe ù wë́rke kàl dikî̱a̱. Wö́su̱k mò̱ wë́rke ká̱jke̱ sarûrû.	12.3263
40	Costa Rica káx dióqköl wö̀a tsipátsipa, e' a̱ ta̱î̱ Bribri káx wö̀a tsipátsipa.	Ditsö̀ ká̱ tchö̀ke e' diö́köl. I wër tsîr.	12.8230
41	Ùx tabèchaka tso' bö' ki̱, chkà chkàlëk chkàlëk. Bö' shkãláx wö́su̱k.	Chkö̀ alírke ù̱ a̱. Bö' ñá̱rke i dikî̱a̱. I pàbatchër sík wa. Bö' tak wa i alêke.	9.3799
42	Kàl wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö́rke wö	Kulë’ të́rka̱ kàltak ki̱. Wö́su̱k êk ák të́rka̱ të́shtë̂sh. Kàl wë́rke ta̱î̱.	5.9374
43	Chkö̀ a̱ kàl ulà ki̱. Chkö̀ a̱ kàl ulà ki̱. Chkö̀ a̱ kàl ulà ki̱.	Krò chkà alìna̱ kàlwö ta̱. Ês ta̱ i kata' bua'ë. I wà dë̀na̱ shkó̱tche a̱.	9.6964
44	Mè̱wö dalôlô yö'tso i ku̱a̱ki ë̀. Êrë idir ák. Ák wa i yö̀ne̱.	Satë i ku̱a̱ki yö'tso ulù klö wa.I ki̱ idiö́köl târule è̱ë E̱na̱ mè̱ wa.	18.1035
45	Sawi' dör sarûrû, i yö'tso shkíshkî, i yö'tso tsaníx, i yö'tso íyiwak. Ie' tso' ù a̱.	Datsi’ tak wö̀a sarûrû, i kí̱ka íyi diö́köl wanyö’tso wè̱s: tkabë̀, sàl, ók, na̱mù̱ e̱na̱ tsawì.	11.9359
46	Wéqpa mãñáxtöm tso' kàl dikî̱a̱. Ie'pa dör sulë̀ e̱na̱ shka̱me̱' wa ni̱mà̱ klö̀wè̱ke.	Ie'pa bák se' shkë́ki ie, Wö́su̱k ie'pa e̱' chö tö irir ká̱ bulu' e̱na̱ ie'pa wö̀ki kò̱s íyi tso' e' wë́rke . Ká̱ i̱â̱i̱â̱ ie'pa bák sè̱nu̱k ká̱ i' ki̱.	13.1751
47	Pë' dör ká̱ wë́rke ká̱jkê̱ë. Ie'pa dör bùl iklèke. Ie'pa dapàna̱ sarûrû, e'töm dapàna̱ krôrô.	Ta̱î̱ pë’ dapàna̱ ká̱ kibí a̱ íyi ujtéchök. Ie’pa a̱ñì̱ wö̀ie i ká̱ ujtéchök.	9.9411
48	Ù sulë batà a̱ mi̱k ka̱m i pà bánu̱a̱. E' ta̱ i yawèke e̱nà̱ ë.	Ù sulë pámi̱k ta̱î̱ ká̱ wë́rke tsipátsipa, wö́su̱k ká̱ í̱te̱ idir.	13.2774
49	Akë́kë tso' ù wóqrkĩ. Ie' dör i wèke wíswîs ukö̀ki i tarèke të́shtë̂s. Ie' apàio si̱ê̱.	Ù wë́rke bë̂rie élwe. Êköl wë́m yë̂âr ù wö́su̱k. Ie’ kalö̀io dalôlô, pàio sarûrû.	9.3346
