idx	spanish	prediction	reference	retrieved_indices	dev_example_indices	prompt_tokens	completion_tokens	total_tokens	thinking_tokens
10	La imagen muestra una flor de color rosa claro con pétalos delicados y un centro amarillento, rodeada de hojas verdes borrosas en el fondo. No hay personas u otros objetos visibles en la imagen.	Se pitsauaxochitl non yopejki pitsuaki.	Se gladiolajxochitl non achtsin youakik.	10556,4887,4187,420,832,15042,9626,2823,5263,13786,435,15855,2925,9132,1799,11631,10586,8371,8250,3982,1950,5827,13930,15752,14051,11044,14801,10218,10595,13809,15332,13179,2506,5120,9143,4212,2142,1401,6914,154	46,13,14,37,25,35,24,38,39,45,8,9,11,18,49,3,19,23,27,28	5723	15	5738	
11	Una flor de color naranja con múltiples pétalos está en primer plano, junto a hojas verdes con forma de pluma. El fondo muestra una superficie texturizada de color beige.	"Se xochitl tlen kiluiaj ""senpoalxochitl"" ika miak ixochiyo."	Se kualtsin senpoalxochitl non melajka xochitl.	9132,15332,655,5485,8250,14931,2616,7089,13682,13749,4187,10750,12237,8039,11351,12240,13786,1305,2714,14788,4224,8214,5120,9289,935,1799,844,1798,8400,9644,2506,12113,2925,8068,2823,13219,1406,11237,15930,2649	46,24,10,14,43,49,13,32,35,45,25,33,38,41,48,1,8,9,18,19	5399	25	5424	
12	Una carretera asfaltada con una línea amarilla en el centro atraviesa un paisaje neblinoso. A la izquierda, una cerca de alambre con postes de madera bordea una vegetación densa.	Se ojtli ika xochitl inauak se tlatsakuil.	Se foto kanin nextok ojtli, tetlala inakastlan uan semi tlamixtentok ken yetoskia totoka tiuaij ipan se karro.	5031,15919,1898,2142,10184,908,13990,4415,4270,1138,7139,1562,10218,10747,14801,832,9766,7485,3807,127,14395,12410,800,6089,14218,15930,13170,1690,1864,11835,16011,10870,15626,6990,5827,10587,14510,1635,9132,2419	31,49,6,14,19,33,41,46,1,10,13,18,20,27,32,37,42,45,47,48	5798	18	5816	
13	La imagen muestra una planta con hojas grandes y verdes, algunas de las cuales están amarillentas. Una flor de color púrpura con un centro amarillo cuelga de un tallo verde con manchas marrones, rodeada de hojas y hojarasca en el suelo.	Se kiniaxochitl non yopitsuakik.	Se kiniaxiuitl non amo tikkuaj tlaxochixtok.	832,13649,3076,7890,1305,9132,5827,11044,2142,11351,5381,7613,2616,7145,2823,13513,15695,2506,12113,14297,10300,3879,8371,10595,15752,15042,12999,13102,12258,4270,12226,844,12410,14395,15930,4708,1931,1946,6740,5485	45,10,14,46,25,35,9,18,24,27,41,19,28,31,34,43,49,11,15,20	6748	12	6760	
14	La imagen muestra una flor de plátano con pétalos morados y un centro amarillo, colgando de un tallo verde junto a hojas grandes. Un pequeño arácnido se encuentra en el pétalo inferior de la flor.	Se kuaxiloxochitl ika xoxoktik uan kostik.	Se kiniaxochitl ika se tokatl ipan. Nin kiniatl amo tikkuaj.	10300,5381,832,2616,13649,1068,7890,5827,12226,9028,10595,2142,2223,12160,1375,14770,3982,7145,12723,15752,8012,4270,9143,4437,11029,1931,5662,2807,14297,5176,6060,4201,217,13102,12410,11589,14058,2801,7340,12078	13,10,41,45,46,9,35,48,49,11,18,19,24,25,44,47,20,23,27,28	7128	18	7146	
15	La imagen muestra un paisaje con un volcán nevado en el fondo bajo un cielo azul con algunas nubes. En primer plano hay vegetación verde, árboles y un terreno con hierba cortada.	Se popokatepetl ika se tlaxochimil.	Se ixtlauaktsintli ika kuajyo uan se kaltsintli. Uejka kajki se tiltepetl itoka Poyaujtekatl.	2142,466,3034,12113,12410,5827,7026,9271,14740,12658,4646,11112,1145,2228,14042,8881,9477,8321,6623,4084,12870,5939,13344,9132,7345,11111,477,940,7340,10300,6790,7245,12160,8114,11818,4270,1931,15042,6101,11029	32,19,6,23,38,31,35,37,10,13,18,28,43,46,0,9,14,33,40,45	4971	14	4985	
16	Seis personas, tres hombres y tres mujeres, están preparando alimentos en una cocina rústica. Los hombres llevan camisas y delantales, mientras que las mujeres visten vestidos y faldas, y están picando verduras y rallando ingredientes sobre una mesa de madera.	Chicuasen tlaca, eyi tlakamej uan eyi siuamej, kintlachichiuaj tlakuali ipan se kuali kaltsintli.	Tlakamej uan siuamej mopaleuiaj tlakualchiuaj. Se kitejteki xonakatl, okse kichiua tsopelikatl, okse kitejteki tsilanko, uan okome kichiua chilmoli.	8477,8321,11117,4133,5093,14395,14801,6258,11682,6188,810,5048,12081,4926,522,12512,14998,5306,6068,3363,7920,3053,1898,7627,4691,12486,13403,14957,10032,523,12234,14069,8607,9380,832,7353,3753,4308,13100,7897	17,4,5,13,22,45,49,2,3,29,30,33,34,38,1,6,7,9,10,14	7951	38	7989	
17	Una mujer con una blusa blanca bordada con flores azules y amarillas está picando alimentos en una mesa de madera. A su lado hay un recipiente de plástico blanco con trozos de cebolla y un balde verde.	Se siuatsintli ika isiuatlaken xochijyo kitejteki tlakuali ipan se kuauhtetl.	Ijtik se kaltsintli, se ichpoka non tlakentok ika xochitlakemitl kitejteki nakatl ipan se tlapechtli.	9132,14801,9766,15930,12286,2142,6341,1512,4210,10747,3223,420,4270,3034,12410,3525,3304,14395,800,14985,4283,13990,6089,14669,6623,16021,6918,15535,12760,8371,11237,7616,14991,8342,15469,844,15679,1406,1898,2752	1,22,2,47,0,3,9,16,20,31,33,36,41,45,48,49,8,10,14,21	6696	29	6725	
18	La imagen muestra varias serpientes con patrones amarillos y negros enroscadas en ramas de un árbol cubierto de hojas verdes. El entorno es una selva densa con mucha vegetación alrededor.	Miakej koamej ika kuanextli uan tliltik tlen motlakuilojtokej ipan kuajyo.	Se xonokuauitl ika xonokuilmej.	9449,832,15042,2142,7990,3525,4187,10300,5827,13786,13448,6341,13053,9137,9766,11044,384,2647,11322,13649,1950,10768,9068,2616,14768,4747,8840,12103,13344,14395,3124,565,13978,4084,4201,12171,7613,4415,4672,11928	49,9,20,28,31,33,35,45,46,10,13,14,19,1,2,21,25,27,34,40	6042	33	6075	
19	La imagen muestra una vista de montañas cubiertas de vegetación con un cielo parcialmente nublado. Se pueden ver líneas eléctricas cruzando el paisaje y árboles en primer plano.	Se tepeyo ika kuajyo uan tlamixtentok.	Ueyi tepeyo tlen amo niman tlami, nesi ik nouian kajki. Tlamixtentok uan san ik toyekma, ajkopa, tlachipauak.	10970,8661,11194,2349,15907,1387,771,5194,14869,3034,3625,4602,5827,3423,13786,466,15590,13191,8114,6202,6551,15936,4901,7531,12194,4672,11682,15897,9626,6379,2142,7319,6050,9234,7245,565,9008,11732,13684,13852	35,37,15,32,23,31,9,14,18,40,6,10,13,28,33,38,41,43,45,46	6860	17	6877	
