id	prediction	reference	chrfpp_sentence
36	Ichil jump'éel naj yéetel u yóok'ol de xa'an, ya'ab máako'ob ku p'ukukbal yook'ol lu'um, ka'atúul peek'o'ob ku p'atik u yich tu paachil, yáan xan ya'akach che'ob yéetel jump'éel naj u yóok'ole' de lamina.	Peek'o'b walakbalo'ob jool naj, ichil le najo' yáan wíiniko'ob kulukbalo'ob, paachile' yáan che'ob yéetel jump'éel naj.	39.4101
37	Juntúul boox peek' ku weenel yook'ol bej, tu tséelile' jump'éel koot tuunich yéetel ya'ax k'áax, paachile' jump'éel sak naj yéetel u yóok'ol azul.	Chan peek' chilikbaj yook'ol carretera, paachile' yáan ya'akach che'ob yéetel jump'éel chowak koot, tu taamile' yáan jump'éel sak naj.	41.6225
38	Junp'éel naj beeta'an yéetel che' yéetel su'uk, yaan junp'éel bicicleta tu tséel, yéetel ya'abach kúul che'ob tu paach.	Bicicleta najkunsa' tseel úuchben xa'aninaj.	22.0298
39	Juntúul ch'íich' yaan yóok'ol junp'éel che', tu tséelile' yaan junp'éel nu'ukul, paachile' yaan koot.	Baach u mot'mubal tu weenel tu tsel apagador ichil naj.	16.5969
40	Juntúul boox yéetel sak miis wa'akbal yóok'ol junp'éel naj, tu paachile' yáan ya'akach che'ob, yéetel junp'éel naj.	Chan míis ku máan yook'ol lamina, yóok'ole' junkúul che', tu tséelile' jump'éel cubeta ch'uyukbal, paachile' jump'éel naj u yóok'ole' de lamina.	27.1853
41	Máak ku ts'a'abal bu'ul ti' junp'éel nu'ukul.	Juntúul máak ku xiixtik sak ibo'ob.	16.2643
42	Juntúul k'an míis ku weenel yóok'ol junp'éel koot tuunich, tu táanil junp'éel úuchben k'áanche'.	Le miiso' te chilikbal yookol le pak'il le najo'.	13.2688
43	Junp'éel camión yaan tu tséel junp'éel naj, yéetel junp'éel chak k'áanche', paachile' ya'akach che'ob, mina'an muñal ku man ka'anal.	Tu tséel le sakchak najo', yaan  junpeel sak kisbuuts' yéetel junkúl xa'an.	28.2838
44	Junkúul che' mina'an u le' yaan tu tséel junp'éel torre, paachile' yaan ya'akach xa'ano'ob.	Le che'o' mina'an u le', ba'ale' ya'ab u yich tu tséele' yaan junkuul xa'an.	43.2169
45	Junkúul che' mina'an u le', ba'ale' yaan u yich, tu paachile' yaan ka'an yéetel sak muñalo'ob.	Le sakpakalo'obo' ti'  yano'ob tu k'ab le che'o', le cheo' ya'ab u yich.	26.5616
46	Juntúul boox pepen yaan u chak boonil, chilikbal tu k'ab junkúul che', yóok'ole' azul le ka'analo'.	Le boox péepen ti' yaan tu k'ab le che'o'.	31.6828
47	Juntúul sak t'eel yéetel juntúul boox kaax ku máano'ob yóok'ol tikin le'ob.	Juntúul sak kaax yéetel juntúul book kaax ti ya'ano'ob yaanal le che'o'.	46.4027
48	Jump'éel boonil máak ku ts'íibtik yook'ol tunich.	Te boona' ya'an juntúul ch'uup ku yiik biix u taabal le k'áako'.	14.0900
49	Junkúul che' yaan u loolo'ob de sakchak tu tséel junp'éel carretera.	Junkúul sakchak lool yaan yookol le bejo'.	32.8587
