id	prediction	reference	chrfpp_sentence
10	Huyé m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane.	Huyé tek+a mu ku hápane heiwa neniereme temayeit+wa yemuri aitá, hát+a, aki ut+a nait+ m+tá hek+a.	16.7825
11	K+yeyari m+k+ xuawe ya hipat+ muku haiyata x+ka ka wiyer+meni, hát+a.	Kwáta wixarika ikwaiya yeuta h+ritsie m+ xuawe war+kariet+ yan+st+ni y+y+rit+ máyu kwáa.	21.4076
12	Huyé m+xuawe turuki m+ka heuta háke tsie nait+ aix+ p+ka tiu ane, reu yewet+ p+ áne x+ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Huyé atewa mieme wixarika, huyeya, turuki, metá tsiere tewáxi mana me muk+k+ka.	20.1259
13	Yu hutat+ kemarite ti utá wapait+ tiuye yetsa ya xeik+a m+ tiu ti +xa tsie yu kemarite.	Wixarika im+arieya utsiet+ uti xainék+ ya xeik+a kemarite tiuti t+nirék+.	34.7416
14	Kurtariteta, kaxeta, tsimutayewatsie kaniuku, ixumeri t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+	Ikwaite, kemarite, im+arite, tinait+ ti ut+t+ nunutsi m+ kauti axe tsie.	19.9677
15	Pinita meta kutsiuri m+k+x+a, m+tiutiyane ixumeri het+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x	Wixarika yu kie ya p+ ti utá wapait+ tiuye yetsa ya xeik+a m+ tiu ti +xa tsie yu kemarite.	12.8191
16	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	Ikú yualawime uyari, mana ketari mi ka xakwitsa ti pini ketari me wa ku t+x+.	15.9229
17	Tukipa m+rayu ye xeiyanitsie kawiteru tsixi me puyu ku xexe+riwa mawarika pátineika ya xeik+a hákiya.	Kareta mat+a puretini wixarika mana ti ti kwa at+ kareta tsie p+ ye húpu ya xeik+a yu pinite mana pait+ p+ ti ye pine.	22.0732
18	Wixaritari m+k+ kamixa yuawime meta tsimu'ane t+xi m+k+ metate tete.	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	17.4397
19	Nexari p+y+wi t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t	Ikwai ya n+ts+ itsari tai tsie p+ tiu ka wewiwa puretini wewiyakame tsie heiwa tenari tsie.	5.9904
20	Tewáxi muwa me teu háx+anik+ hipat+ hurawa há maneikat+ká.	Kuraru payu wewiwa tixa+t+ m+tiukunani ite+ri, m+ya tewáxi muwa mem+ te+ +nar+wani k+.	21.4721
21	Tupiriya het+a, kiekarimama mepa yeixakai kuraru hauxini, turuki m+k+ wewiet+we me pikamana ri.	Mat+ari x+ka uká wiyé o (witari) x+ka hanuyeyaní tats+arí witarita yu katsut+aka.	14.7100
22	Kiekari m+tama te+teri me mayu ti xexe+riwa hi pat+ me xeiya ya xeik+a me xeiya tatuwani mewa yeka.	Pínite patsixa ti mieme m+ti kaw+w+re kem+reupa+me hipat+ wai meuti n+ +', hipat+ nawá uwá ti niu t+kait+'.	16.6367
23	Haika k+pate ti t+x+kame, wai, kemarite, puteyate, m+k+t+kame kuiepa.	Nawá mawarika tsie mieme ya xeik+a wirikuta, tukipa, its+kame m+rewatiwiya naitsarie peuka tuirike peuti n+it+ariwa, yuimakwaxa, patsixá.	15.1856
24	Haika tewi, nunutsi mat+a, mepeti yaxix+ het+a, globos mat+a bandera mexicana, kiepa m+tiyu he k+akaku m+rayu kemakak+.	Te+teri me mayuti xexe+riwa xamaru t+a, meteta mariet+ kem+ti ku xaxatsiwa.	21.8605
25	Hulawa haumiekame yeikametsie, globos meta banderas meuti xeiya, mexikana bandera tsiere, tsi'anenet+ ixumeri meta h+ri pauyunata.	Wixarika ix+arari matinenet+wa mat+ari p+ránu taw+w+t+wa aix+ m+tiyu he k+akaku m+rayu kemakak+.	16.5635
26	Huyé wixarika m+ya ke m+tikuyeika, ya ane k+a huyé muta wewi hánu ku inet+ aitsie miku hánitsit+a.	Hát+a há x+ka hewayeneni witarita nait+ pe+y+y+ipike atewa puku at+yeika.	20.1381
27	Kiekari m+k+ wewiet+we turuki, m+k+ p+h+k+ ti útame kukutsume, et+piwame wixarika kiya h+ritsie meuti ú.	Kiekari manu ye háne yak+ m+yeyeu yu tsata kareta peuti ú, yu nait+mat+ kí x+nariya k+ wewiyat+kait+.	23.8917
28	Yemuri meu ti teí h+ritsie x+ka peu ti mieni wa+kawa pe mú xeiya, xa+tsie kiekari mukumane mayu hé k+k+a te mí ka ter+wa ya pa+meme.	Muku haiyata x+ka ka wiyer+meni hipat+ e'tsiya me mu ka ts+ts+t+wa hipat+ yu tewamá mem+ te wara ku k+w+t+wa.	19.6838
29	Kiekari turuki m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Ki muxuawe yu tsata p+ anene ik+xeniu t+ri mem+ te wa +ki t+arie aix+ p+ reuku wewiyat+ká, wa hetsie tiu unek+.	22.2963
30	Wixaritari huta me m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k+k+ka, xeime m+k	Tukipa m+rayu ye xeiyanitsie kawiteru tsixi me puyu ku xexe+riwa mawarika pátineika ya xeik+a hákiya.	10.6123
31	Tupiriya wakamet+a m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we,	Kiekari m+ixa muyu heh+a am+reu tetewi matiwat+, k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	9.5336
32	Kiekari m+k+net+we wixarika, huyetá ú miet+ m+kauye at+arieni huyetá meyu há yewa.	Ite+ri meu xuawe ya hipat+ ka ite+tsiekame m+tiuka xuawerike ta ikwai te ma yeit+wa mara mat+a tse+ye m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	16.0733
33	H+rita m+k+ka heiwaka m+ti xuawe, k+xeme muyuawik+ taikai.	Yemuri meu ti teí h+ritsie x+ka peu ti mieni wa+kawa pe mú xeiya, xa+tsie kiekari mukumane mayu hé k+k+a te mí ka ter+wa ya pa+meme.	11.7216
34	Kiekari m+k+ wewiyakame, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiepa m+reuti pine heiwa muti hauxini yan+ts+ muti ekwa hipat+ hurawa há maneikat+ká mi kwewieni yu ta kwá.	13.8441
35	Kiekari m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Kiekari hát+a muku mane yayeyeut+ hipat+ turuki, mawiwe muye axé me xeiya.	23.9788
36	Kiekari Del Nayar tsie, México, Gobierno Federal m+ti xuawe, $1,586,853.95 m+ti xuawe, 735 viviendas, 147 familias, junio-septiembre 2012.	Hawaik+ kiekari pema' ye aní tsie ik+meri p+tiu xeiya ya m+ti a'nene mana puye werar+wa kename ré parewiya kiekaritsie ya pa+ memek+.	13.7129
37	Huyé wixarika húyeya m+ya ke m+tikuyeika, ya ane k+a huyé muta wewi hánu ku inet+ aitsie miku hánitsit+a.	A kie pe ma ye aximeni tsie peuyu tema wieka a iwama a paa'pama pe m+ wa re xeiya k+.	16.0417
38	Kiekari m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Kareta, kí, ramaru, m+k+ p+h+k+ ti útame kukutsume, et+piwame wixarika kiya h+ritsie meuti ú.	25.7115
39	Huyé te+teri me man+k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	16.2284
40	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	Huyé te+ teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	22.2450
41	H+ri piramidet+ka hepa+na p+yuawi, tsiere tek+a muyu hápane.	H+ri tsie meu teu ti tuaya wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	17.9497
42	Tewi uyetsie m+k+ wewiya, ki m+k+ hetsie, turuki m+k+ hetsie, k+ye m+k+ hetsie, tewáxi m+k+ hetsie.	Ta huyé maye hápane ta kie, heiwa turuki meu ta háke mana muye yeika metá tsiere tame.	17.4825
43	Huyé m+xuawe turuki m+ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Áki ut+a taxata heiwaka há muka wauket+ká há úte, ya xiekari xeik+a muyuku hayeikawa ke+nat+.	17.1902
44	Kiekari m+ti xuawe turuki, hipat+ me m+ti ku xaxatsiwa, hát+a.	Tsepa kewa t+rí ti wa +' kit+wame kí etsikuera titetewat+ mu xuawe.	19.6755
45	Ts+k+ huyé m+xuawe, k+yexi, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiekari meuti ú, hipat+ me mi kunát+ka tewáxi muwa me teu háx+anik+.	22.2806
46	K+ye xeime tuturi tuxame heiwaka há muka wauket+ká há úte, ya xiekari xeik+a muyuku hayeikawa ke+nat+.	Hipat+ ta kie p+ka hu háya a puku tetewa aimieme pú wáki, puyu hék+a.	16.8722
47	Kiekari m+k+net+we wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	Kiekari heuka ix+ ariet+ tita mana m+ti xuawe ma' he k+a h+'ri, hát+a.	23.1214
48	Huyé wixarika, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiekari mukumarix+a hipat+ muyu wewiet+we me pikamana ri, hik+ turukitsixi me wa in+atat+ tit+ reu miet+ huyé m+ni tá há x+a.	15.5710
49	Kiekari tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti xuawe, tewáxi m+ti	Teyupanie ti tetewat+ muku ut+ka heiwaka tsaturi me muku ut+ká ta+tana hipat+ me m+ wara ye xeiya.	9.5496
