idx	spanish	prediction	reference	retrieved_indices	dev_example_indices	prompt_tokens	completion_tokens	total_tokens	thinking_tokens
10	Un cercado de madera seca en primer plano, con montañas verdes y ondulantes al fondo bajo un cielo azul claro.	Huyé m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane.	Huyé tek+a mu ku hápane heiwa neniereme temayeit+wa yemuri aitá, hát+a, aki ut+a nait+ m+tá hek+a.	1879,4867,3624,8596,4371,7841,8543,2042,3869,1043,1582,4491,2806,4714,5131,7527,1968,3524,5832,2008,4803,5437,7468,290,3954,1718,2194,1489,3435,2829,3729,7653,7257,2021,6002,8642,2415,2153,5827,6692	48,34,21,32,35,39,44,46,1,12,17,37,45,2,3,6,9,11,24,42	3347	30	3377	
11	Un árbol con ramas extendidas sobre un terreno rocoso, con montañas en el fondo bajo un cielo parcialmente nublado.	K+yeyari m+k+ xuawe ya hipat+ muku haiyata x+ka ka wiyer+meni, hát+a.	Kwáta wixarika ikwaiya yeuta h+ritsie m+ xuawe war+kariet+ yan+st+ni y+y+rit+ máyu kwáa.	6376,4371,2806,8596,6520,6773,5131,4982,1718,3500,2042,3869,1489,103,1879,1582,6002,2320,3249,2153,4707,997,3949,5100,7283,7257,7333,7744,7653,6934,8789,1043,2921,5827,6292,6692,7068,8456,3558,1555	21,34,10,26,31,32,46,48,6,28,35,44,47,49,9,12,17,27,33,37	3394	35	3429	
12	Un camino de tierra serpentea por una ladera montañosa bajo un cielo azul con nubes dispersas, rodeado de vegetación seca y líneas eléctricas que cruzan el horizonte.	Huyé m+xuawe turuki m+ka heuta háke tsie nait+ aix+ p+ka tiu ane, reu yewet+ p+ áne x+ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Huyé atewa mieme wixarika, huyeya, turuki, metá tsiere tewáxi mana me muk+k+ka.	8390,1022,1453,4371,5709,3624,14,8596,4491,6533,2042,3869,7224,3524,8192,8766,5069,548,6188,2153,1582,4388,6773,1683,7104,2061,3558,7023,3567,907,5006,4714,5305,2806,8642,3875,7653,7370,8644,4117	1,37,43,3,9,26,34,42,45,47,48,49,6,10,35,41,46,2,4,8	3438	62	3500	
13	Dos bolsas de plástico cuelgan de una pared de adobe, junto a un nicho con frascos y envases.	Yu hutat+ kemarite ti utá wapait+ tiuye yetsa ya xeik+a m+ tiu ti +xa tsie yu kemarite.	Wixarika im+arieya utsiet+ uti xainék+ ya xeik+a kemarite tiuti t+nirék+.	6794,3099,6906,5222,5839,664,1828,5730,1234,2613,6111,7804,4753,349,4286,519,2305,5289,7402,1405,7023,6188,4707,1621,8843,2094,548,461,1602,8484,6582,8956,6623,3558,3650,5827,6692,1920,7840,7585	15,4,8,16,30,32,42,5,17,31,45,48,49,1,3,6,7,12,14,18	3562	35	3597	
14	Sacos y cajas apilados en un rincón de paredes desgastadas, con bolsas colgando del techo.	Kurtariteta, kaxeta, tsimutayewatsie kaniuku, ixumeri t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+k+t+	Ikwaite, kemarite, im+arite, tinait+ ti ut+t+ nunutsi m+ kauti axe tsie.	711,4387,5131,8526,6736,5839,4841,8014,5847,5299,4773,1513,5709,290,1718,1913,813,6443,1489,7257,4086,461,7653,2637,5436,6002,7585,3320,5827,6692,7974,5902,7333,293,2829,1231,4559,5751,4643,8370	17,22,23,35,37,4,5,6,10,13,18,24,34,36,42,46,47,49,1,3	3545	120	3665	
15	Ropa y un bolso bordado cuelgan de una pared de adobe bajo un techo de teja, junto a un balde con una jarra roja.	Pinita meta kutsiuri m+k+x+a, m+tiutiyane ixumeri het+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x+a, xeime k+x	Wixarika yu kie ya p+ ti utá wapait+ tiuye yetsa ya xeik+a m+ tiu ti +xa tsie yu kemarite.	548,4929,4371,7023,2950,4286,5305,4707,3309,6188,4491,3875,519,6058,6623,461,6906,8484,2042,3869,8596,3558,1718,3895,7577,4267,3007,201,7585,6794,2832,6601,4149,514,1608,4512,8374,5827,6692,1582	13,42,3,17,32,4,8,24,27,30,37,45,48,1,6,12,16,26,29,31	3597	120	3717	
16	Una persona con vestimenta colorida separa granos de maíz en un recipiente, junto a otros recipientes de plástico sobre un suelo de tierra.	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	Ikú yualawime uyari, mana ketari mi ka xakwitsa ti pini ketari me wa ku t+x+.	2430,461,6623,6441,8484,548,3875,398,7820,2261,514,4388,7585,1687,6906,5222,1718,3558,6152,5359,519,61,2320,4707,4286,1450,4643,8370,5827,6692,7023,290,7257,6188,844,8276,5899,3407,5305,3343	4,13,8,15,18,19,31,32,42,5,6,17,22,23,24,26,30,34,36,37	3491	29	3520	
17	Dos personas están bajo una estructura de techo de paja en un patio de tierra húmeda, con ropa colgando en una cuerda y montañas al fondo.	Tukipa m+rayu ye xeiyanitsie kawiteru tsixi me puyu ku xexe+riwa mawarika pátineika ya xeik+a hákiya.	Kareta mat+a puretini wixarika mana ti ti kwa at+ kareta tsie p+ ye húpu ya xeik+a yu pinite mana pait+ p+ ti ye pine.	14,5078,5839,514,5709,6623,461,7653,8484,855,7133,7515,1718,3326,3949,8570,258,805,3216,6480,8904,5533,664,6188,6460,8773,7795,7585,6039,8380,6773,7023,2305,3669,2510,8005,3309,7953,5277,548	24,42,3,34,21,37,48,49,6,10,15,27,30,32,35,44,45,47,1,4	3502	42	3544	
18	Una persona con traje tradicional azul y rosa molida masa en un metate de piedra.	Wixaritari m+k+ kamixa yuawime meta tsimu'ane t+xi m+k+ metate tete.	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	7847,48,1080,5737,1932,8963,3624,304,4556,2790,1718,3046,8134,127,461,2951,2894,1561,2506,101,5422,4707,3524,5832,514,855,4927,6188,6330,290,6623,2371,6350,8352,7923,5131,8484,2073,1957,2520	7,30,1,3,4,6,10,12,16,17,19,22,24,34,37,38,46,47,48,49	3446	30	3476	
19	Una olla negra con tapa hierve sobre un fuego de leña en una hornilla de piedra.	Nexari p+y+wi t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t+k+t+a t	Ikwai ya n+ts+ itsari tai tsie p+ tiu ka wewiwa puretini wewiyakame tsie heiwa tenari tsie.	4184,4556,5130,1932,2261,1080,3046,1718,461,2320,6188,5257,6623,5899,855,1687,8653,8484,514,2851,548,2790,7515,2305,2276,4707,6128,7023,5277,6523,3895,8963,6270,6606,3377,258,805,3216,7953,1935	16,18,4,6,17,24,31,34,39,47,49,1,3,5,7,8,10,11,12,13	3435	120	3555	
