id	prediction	reference	chrfpp_sentence
35	Winik ku ts'a'abal u k'ab yook'ol junkúul che' tu tséel junkúul xa'an.	Winik ku k'aaxik u si' yeetel aak'.	27.7181
36	Juntúul máak kulukbal tu jool naj, tu tséelile' ka'atúul boox peek'o'ob, paachile' yáan che'ob yéetel jump'éel naj.	Peek'o'b walakbalo'ob jool naj, ichil le najo' yáan wíiniko'ob kulukbalo'ob, paachile' yáan che'ob yéetel jump'éel naj.	56.4019
37	Chan peek' chilikbaj yook'ol carretera, paachile' yáan ya'akach che'ob yéetel jump'éel chowak koot, tu taamile' yáan jump'éel sak naj.	Chan peek' chilikbaj yook'ol carretera, paachile' yáan ya'akach che'ob yéetel jump'éel chowak koot, tu taamile' yáan jump'éel sak naj.	100.0000
38	Junp'éel xa'anil naj tu'ux yaan bicicleta, yéetel ya'abach nu'ukulo'ob ch'uyukbalo'ob.	Bicicleta najkunsa' tseel úuchben xa'aninaj.	24.3763
39	Juntúul ch'íich' kulukbal tu yóok'ol junp'éel che', tu tséelile' junp'éel k'an caja, tu paachile' juntúul máak yéetel u chaketa azul.	Baach u mot'mubal tu weenel tu tsel apagador ichil naj.	19.3025
40	Juntúul sak míis yéetel boox bonil, wa'akbal yóok'ol junkúul che', tu paachile' yáan jump'éel naj u yóok'ole' de lamina.	Chan míis ku máan yook'ol lamina, yóok'ole' junkúul che', tu tséelile' jump'éel cubeta ch'uyukbal, paachile' jump'éel naj u yóok'ole' de lamina.	50.2909
41	Juntúul máak ku xiixtik sak ibo'ob.	Juntúul máak ku xiixtik sak ibo'ob.	100.0000
42	Juntúul miis chilikbal yook'ol jump'éel koot, paachile' yáan jump'éel che' koot.	Le miiso' te chilikbal yookol le pak'il le najo'.	31.4176
43	Junp'éel úuchben kisbuuts' yaan tu tséel junp'éel sak naj, tu paachile' yaan ya'akach kúul che'ob.	Tu tséel le sakchak najo', yaan  junpeel sak kisbuuts' yéetel junkúl xa'an.	36.2176
44	Junkúul che' mina'an u le', tu paachile' jump'éel k'a'am naj.	Le che'o' mina'an u le', ba'ale' ya'ab u yich tu tséele' yaan junkuul xa'an.	33.3821
45	Le che'o' mina'an u le', ba'ale' ya'ab u yich tu tséele' yaan junkuul xa'an.	Le sakpakalo'obo' ti'  yano'ob tu k'ab le che'o', le cheo' ya'ab u yich.	34.1409
46	Le boox pépen ti' yaan tu k'ab le che'o'.	Le boox péepen ti' yaan tu k'ab le che'o'.	88.2109
47	Juntúul sak kaax yéetel juntúul book kaax ti ya'ano'ob yaanal le che'o'.	Juntúul sak kaax yéetel juntúul book kaax ti ya'ano'ob yaanal le che'o'.	100.0000
48	Juntúul chan xi'ipal ku yiik biix u taabal le k'áako'.	Te boona' ya'an juntúul ch'uup ku yiik biix u taabal le k'áako'.	61.8787
49	Junkúul che' yaan u loolo'ob chak yéetel sakchak, yaan tu chúumuk ka'ap'éel bej.	Junkúul sakchak lool yaan yookol le bejo'.	34.2689
