idx	spanish	prediction	reference	retrieved_indices	dev_example_indices	prompt_tokens	completion_tokens	total_tokens	thinking_tokens
10	La imagen muestra una flor de color rosa claro con pétalos delicados y un centro amarillento, rodeada de hojas verdes borrosas en el fondo. No hay personas u otros objetos visibles en la imagen.	"Se xochitl tlen kiluiaj ""pitsauaxochitl"" non achtsin youakik."	Se gladiolajxochitl non achtsin youakik.	10556,4887,4187,420,832,15042,9626,2823,5263,13786,435,15855,2925,9132,1799,11631,10586,8371,8250,3982,1950,5827,13930,15752,14051,11044,14801,10218,10595,13809,15332,13179,2506,5120,9143,4212,2142,1401,6914,154	43,8,14,45,46,9,10,11,31,37,49,13,18,25,38,41,7,22,24,26	5563	24	5587	
11	Una flor de color naranja con múltiples pétalos está en primer plano, junto a hojas verdes con forma de pluma. El fondo muestra una superficie texturizada de color beige.	Se kualtsin senpoalxochitl non melajka xochitl.	Se kualtsin senpoalxochitl non melajka xochitl.	9132,15332,655,5485,8250,14931,2616,7089,13682,13749,4187,10750,12237,8039,11351,12240,13786,1305,2714,14788,4224,8214,5120,9289,935,1799,844,1798,8400,9644,2506,12113,2925,8068,2823,13219,1406,11237,15930,2649	11,8,9,14,27,43,46,49,13,25,41,7,10,15,18,42,48,4,17,23	5250	19	5269	
12	Una carretera asfaltada con una línea amarilla en el centro atraviesa un paisaje neblinoso. A la izquierda, una cerca de alambre con postes de madera bordea una vegetación densa.	Se ojtli ika se xochitlakemitl tlen tlakoloua uan katej seki kalmej uan olochkuauitl tlen okintepankej.	Se foto kanin nextok ojtli, tetlala inakastlan uan semi tlamixtentok ken yetoskia totoka tiuaij ipan se karro.	5031,15919,1898,2142,10184,908,13990,4415,4270,1138,7139,1562,10218,10747,14801,832,9766,7485,3807,127,14395,12410,800,6089,14218,15930,13170,1690,1864,11835,16011,10870,15626,6990,5827,10587,14510,1635,9132,2419	47,49,4,6,7,31,41,48,0,8,12,14,17,18,21,32,33,37,38,42	5739	43	5782	
13	La imagen muestra una planta con hojas grandes y verdes, algunas de las cuales están amarillentas. Una flor de color púrpura con un centro amarillo cuelga de un tallo verde con manchas marrones, rodeada de hojas y hojarasca en el suelo.	Se kiniaxiuitl non amo tikkuaj tlaxochixtok.	Se kiniaxiuitl non amo tikkuaj tlaxochixtok.	832,13649,3076,7890,1305,9132,5827,11044,2142,11351,5381,7613,2616,7145,2823,13513,15695,2506,12113,14297,10300,3879,8371,10595,15752,15042,12999,13102,12258,4270,12226,844,12410,14395,15930,4708,1931,1946,6740,5485	14,8,43,18,31,46,7,38,9,10,13,24,26,35,37,41,4,11,22,25	6628	17	6645	
14	La imagen muestra una flor de plátano con pétalos morados y un centro amarillo, colgando de un tallo verde junto a hojas grandes. Un pequeño arácnido se encuentra en el pétalo inferior de la flor.	Se kiniaxiuitl non amo tikkuaj tlaxochixtok.	Se kiniaxochitl ika se tokatl ipan. Nin kiniatl amo tikkuaj.	10300,5381,832,2616,13649,1068,7890,5827,12226,9028,10595,2142,2223,12160,1375,14770,3982,7145,12723,15752,8012,4270,9143,4437,11029,1931,5662,2807,14297,5176,6060,4201,217,13102,12410,11589,14058,2801,7340,12078	8,14,18,43,11,38,7,13,31,41,46,49,9,10,21,24,33,37,44,47	6988	17	7005	
15	La imagen muestra un paisaje con un volcán nevado en el fondo bajo un cielo azul con algunas nubes. En primer plano hay vegetación verde, árboles y un terreno con hierba cortada.	Se tlaltikpak ika se tliltepetl non tlamixtentok.	Se ixtlauaktsintli ika kuajyo uan se kaltsintli. Uejka kajki se tiltepetl itoka Poyaujtekatl.	2142,466,3034,12113,12410,5827,7026,9271,14740,12658,4646,11112,1145,2228,14042,8881,9477,8321,6623,4084,12870,5939,13344,9132,7345,11111,477,940,7340,10300,6790,7245,12160,8114,11818,4270,1931,15042,6101,11029	15,18,32,0,6,19,21,31,7,8,9,29,37,4,23,33,38,43,44,45	4994	19	5013	
16	Seis personas, tres hombres y tres mujeres, están preparando alimentos en una cocina rústica. Los hombres llevan camisas y delantales, mientras que las mujeres visten vestidos y faldas, y están picando verduras y rallando ingredientes sobre una mesa de madera.	Chikuasen tlakamej uan siuamej tlakualchiuaj. Sekimej kitejteki xonakatl, oksekimej kichiua tsopelikatl, oksekimej kitejteki tsilanko, uan oksekimej kichiua chilmoli.	Tlakamej uan siuamej mopaleuiaj tlakualchiuaj. Se kitejteki xonakatl, okse kichiua tsopelikatl, okse kitejteki tsilanko, uan okome kichiua chilmoli.	8477,8321,11117,4133,5093,14395,14801,6258,11682,6188,810,5048,12081,4926,522,12512,14998,5306,6068,3363,7920,3053,1898,7627,4691,12486,13403,14957,10032,523,12234,14069,8607,9380,832,7353,3753,4308,13100,7897	16,22,5,36,7,17,26,37,38,46,0,1,2,3,4,8,9,10,11,13	7705	66	7771	
17	Una mujer con una blusa blanca bordada con flores azules y amarillas está picando alimentos en una mesa de madera. A su lado hay un recipiente de plástico blanco con trozos de cebolla y un balde verde.	Se siuatsintli non tlakentok ika xochitlakemitl kitejteki tlakuali ipan se tlapechtli.	Ijtik se kaltsintli, se ichpoka non tlakentok ika xochitlakemitl kitejteki nakatl ipan se tlapechtli.	9132,14801,9766,15930,12286,2142,6341,1512,4210,10747,3223,420,4270,3034,12410,3525,3304,14395,800,14985,4283,13990,6089,14669,6623,16021,6918,15535,12760,8371,11237,7616,14991,8342,15469,844,15679,1406,1898,2752	17,36,49,1,9,22,33,41,42,47,0,4,13,18,35,2,3,5,7,8	6548	31	6579	
18	La imagen muestra varias serpientes con patrones amarillos y negros enroscadas en ramas de un árbol cubierto de hojas verdes. El entorno es una selva densa con mucha vegetación alrededor.	Miakej koamej ika kuanextli uan tliltik ipan kuajyo.	Se xonokuauitl ika xonokuilmej.	9449,832,15042,2142,7990,3525,4187,10300,5827,13786,13448,6341,13053,9137,9766,11044,384,2647,11322,13649,1950,10768,9068,2616,14768,4747,8840,12103,13344,14395,3124,565,13978,4084,4201,12171,7613,4415,4672,11928	8,43,9,18,49,13,7,14,26,31,34,35,38,41,47,33,40,45,46,0	5804	23	5827	
19	La imagen muestra una vista de montañas cubiertas de vegetación con un cielo parcialmente nublado. Se pueden ver líneas eléctricas cruzando el paisaje y árboles en primer plano.	Ueyi tepeyo tlen amo niman tlami, nesi ik nouian kajki. Tlamixtentok uan san ik toyekma, ajkopa, tlachipauak.	Ueyi tepeyo tlen amo niman tlami, nesi ik nouian kajki. Tlamixtentok uan san ik toyekma, ajkopa, tlachipauak.	10970,8661,11194,2349,15907,1387,771,5194,14869,3034,3625,4602,5827,3423,13786,466,15590,13191,8114,6202,6551,15936,4901,7531,12194,4672,11682,15897,9626,6379,2142,7319,6050,9234,7245,565,9008,11732,13684,13852	19,18,31,37,29,32,8,15,23,33,35,0,7,9,38,43,6,13,21,22	6955	45	7000	
