id	prediction	reference	chrfpp_sentence
18	Tewi m+k+ ti xeiya yuawime meta t+r+xime t+xi m+k+ ti t+r+ka metate wewiyakame tsie.	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	19.1573
19	Xari p+y+wi t+k+t+a t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+a, t+t+	Ikwai ya n+ts+ itsari tai tsie p+ tiu ka wewiwa puretini wewiyakame tsie heiwa tenari tsie.	6.1287
20	Ixumeri tetexi m+k+ ti anenike, h+xie hipat+ k+yeyari meta k+yexi.	Kuraru payu wewiwa tixa+t+ m+tiukunani ite+ri, m+ya tewáxi muwa mem+ te+ +nar+wani k+.	15.0666
21	Het+a tupiriya, haikame kiyari mepauku kuraru kuiepa hauxini, turuki mepawe hek+a.	Mat+ari x+ka uká wiyé o (witari) x+ka hanuyeyaní tats+arí witarita yu katsut+aka.	12.3209
22	Kiekari m+tama te+teri me mayu ti xexe+riwa hi pat+ me xeiya ya xeik+a me xeiya tatuwani mewa yeka.	Pínite patsixa ti mieme m+ti kaw+w+re kem+reupa+me hipat+ wai meuti n+ +', hipat+ nawá uwá ti niu t+kait+'.	16.6367
23	Haika puteyate ti mieme m+ti kaw+w+re kem+reupa+me hipat+ wai meuti n+ +', hipat+ nawá uwá ti niu t+kait+'.	Nawá mawarika tsie mieme ya xeik+a wirikuta, tukipa, its+kame m+rewatiwiya naitsarie peuka tuirike peuti n+it+ariwa, yuimakwaxa, patsixá.	18.3851
24	Haika wixarika, nunutsi mat+a, me yeyexi het+a wapait+ta, globos mat+a bandera mexicana, yu kie tsie, m+tiyu he k+akaku m+rayu kemakak+.	Te+teri me mayuti xexe+riwa xamaru t+a, meteta mariet+ kem+ti ku xaxatsiwa.	22.2164
25	Huyé m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Wixarika ix+arari matinenet+wa mat+ari p+ránu taw+w+t+wa aix+ m+tiyu he k+akaku m+rayu kemakak+.	20.4151
26	Huyé wixarika húyeya m+ya ke m+tikuyeika, ya ane k+a huyé muta wewi hánu ku inet+ aitsie miku hánitsit+a.	Hát+a há x+ka hewayeneni witarita nait+ pe+y+y+ipike atewa puku at+yeika.	20.5244
27	Kiekari turuki, kiyari paja, tupiriya, tewaxi, muyuawi.	Kiekari manu ye háne yak+ m+yeyeu yu tsata kareta peuti ú, yu nait+mat+ kí x+nariya k+ wewiyat+kait+.	14.5661
28	H+ritsie muye hápane ya xeik+a aitá, yá p+ré huyé wixarika ya pauka muyé aník+.	Muku haiyata x+ka ka wiyer+meni hipat+ e'tsiya me mu ka ts+ts+t+wa hipat+ yu tewamá mem+ te wara ku k+w+t+wa.	11.2305
29	Kiekari m+k+net+we turuki m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+net+we, m+k+	Ki muxuawe yu tsata p+ anene ik+xeniu t+ri mem+ te wa +ki t+arie aix+ p+ reuku wewiyat+ká, wa hetsie tiu unek+.	10.6676
30	Huta wixaritari me m+k+net+we, xeime wixaritari, xeime Nike camiseta, me m+k+net+we, kie hetsie, kie p+tiu xeiya, 27, 28 diciembre.	Tukipa m+rayu ye xeiyanitsie kawiteru tsixi me puyu ku xexe+riwa mawarika pátineika ya xeik+a hákiya.	16.8071
31	Kiekari m+k+net+we wixaritari wa kie meu ti háke, heiwa m+ ti murike huyetá ú miet+ m+ kauye at+arieni huyetá meyu há yewa.	Kiekari m+ixa muyu heh+a am+reu tetewi matiwat+, k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	20.8025
32	Huyé wixarika m+k+net+we, heiwa m+ti murike huyetá ú miet+ m+kauye at+arieni huyetá meyu há yewa.	Ite+ri meu xuawe ya hipat+ ka ite+tsiekame m+tiuka xuawerike ta ikwai te ma yeit+wa mara mat+a tse+ye m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	16.6307
33	Hát+a muku haiyata x+ka ka wiyer+meni hipat+ e'tsiya me mu ka ts+ts+t+wa hipat+ yu tewamá mem+ te wara ku k+w+t+wa.	Yemuri meu ti teí h+ritsie x+ka peu ti mieni wa+kawa pe mú xeiya, xa+tsie kiekari mukumane mayu hé k+k+a te mí ka ter+wa ya pa+meme.	18.0812
34	Xeime inodoro de concreto kuiepa m+k+ xawata, hanat+ka+t+ tupiriyari meta xeime heiwamie, meta turuki m+k+ xuawe.	Kiepa m+reuti pine heiwa muti hauxini yan+ts+ muti ekwa hipat+ hurawa há maneikat+ká mi kwewieni yu ta kwá.	20.0999
35	Kiekari m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Kiekari hát+a muku mane yayeyeut+ hipat+ turuki, mawiwe muye axé me xeiya.	23.3314
36	Gobierno Federal Del Nayar, México, m+tiu ti xeiya $1,586,853.95 m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya, m+tiu ti xeiya,	Hawaik+ kiekari pema' ye aní tsie ik+meri p+tiu xeiya ya m+ti a'nene mana puye werar+wa kename ré parewiya kiekaritsie ya pa+ memek+.	11.3908
37	Huyé wixarika m+ya ke m+tikuyeika, ya ane k+a huyé muta wewi hánu ku inet+ aitsie miku hánitsit+a.	A kie pe ma ye aximeni tsie peuyu tema wieka a iwama a paa'pama pe m+ wa re xeiya k+.	15.9479
38	Uká yu t+xi p+nat+ ya xeik+a mata tsie papaa p+name mana naime rá pit+.	Kareta, kí, ramaru, m+k+ p+h+k+ ti útame kukutsume, et+piwame wixarika kiya h+ritsie meuti ú.	12.2278
39	Huyé te+teri me man+k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	16.2284
40	Huyé aitá hipat+ hápa mú hapane wapait+ muyaní x+ka há hewayeneni hipat+ mem+ ka há hauwawe wa hetsiemieme p+ h+k+.	Huyé te+ teri me man+ k+ka witarita há x+ka kwinie paka k+yexik+ wewiyat+.	22.2450
41	H+ri piramidal hepa+na m+ti xuawe muyuawi tsie, hewewiyakai tsiere tek+a.	H+ri tsie meu teu ti tuaya wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	19.8794
42	Tewi uyetsie wewiya, ki hetsie, k+ye het+a, turuki m+k+net+we.	Ta huyé maye hápane ta kie, heiwa turuki meu ta háke mana muye yeika metá tsiere tame.	18.2520
43	Huyé m+xuawe turuki m+ ka heuta háke tsie nait+ aix+ p+ ka tiu ane, reu yewet+ p+ áne x+ ka m+pa+ ti anenike nait+ kí aix+ p+ anenenike.	Áki ut+a taxata heiwaka há muka wauket+ká há úte, ya xiekari xeik+a muyuku hayeikawa ke+nat+.	17.1793
44	Kiekari m+ti xuawe hipat+ ka ite+tsiekame m+tiuka xuawerike ta ikwai te ma yeit+wa mara mat+a tse+ye m+k+ wixarika, neuxi, wak+ri p+ ikwaiya aimieme pi í te+ta.	Tsepa kewa t+rí ti wa +' kit+wame kí etsikuera titetewat+ mu xuawe.	22.4614
45	Ts+k+ huyé m+xuawe, alambre m+ka heuta háke, tsiere tetewi m+ka heuta háke, turuki, k+yexi, muyuawi.	Kiekari meuti ú, hipat+ me mi kunát+ka tewáxi muwa me teu háx+anik+.	16.5033
46	Kiekari m+ixa muyu heh+a am+reu tetewi matiwat+, k+yexi a papat+ hurawa rí pumawe k+ ewemete ri naime me puti wite ya nuts+ kuraru, ramaru mepa yeit+a.	Hipat+ ta kie p+ka hu háya a puku tetewa aimieme pú wáki, puyu hék+a.	20.9592
47	Kiekari m+k+net+we wixaritari, ya xeik+a neuxite hipat+ p+ kaka+yarixi.	Kiekari heuka ix+ ariet+ tita mana m+ti xuawe ma' he k+a h+'ri, hát+a.	23.1214
48	Huyé wixarika, turuki, metá tsiere tewáxi mana me muk+k+ka.	Kiekari mukumarix+a hipat+ muyu wewiet+we me pikamana ri, hik+ turukitsixi me wa in+atat+ tit+ reu miet+ huyé m+ni tá há x+a.	15.5710
49	Teyupanie tewáxi m+k+tsie m+ti ú, te+teri me mayu ti xexe+riwa, ya xeik+a ám+yeyeu tsie muwa tsiere p+ rá yu ye xeiya.	Teyupanie ti tetewat+ muku ut+ka heiwaka tsaturi me muku ut+ká ta+tana hipat+ me m+ wara ye xeiya.	29.0738
